Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.347578049,44.932,32.792
1.349434852,44.934,32.792
2.348713875,44.904,32.79
3.347992897,44.934,32.79
4.347270965,44.934,32.79
5.349125385,44.904,32.788
6.348403454,44.91,32.788
7.347681999,44.898,32.788
8.349463940,44.924,32.786
9.348742485,44.922,32.786
10.348020553,44.924,32.786
11.347298145,44.912,32.786
12.349080562,44.934,32.782
13.348553181,44.878,32.782
14.347830772,44.892,32.782
15.347107887,44.87,32.782
16.348890304,44.92,32.782
17.348167896,44.932,32.782
18.347587108,44.832,32.782
19.349369049,44.862,32.782
20.348646641,44.88,32.782
21.347924232,44.902,32.782
22.347200870,44.862,32.78
23.348982334,44.86,32.78
24.348398685,44.848,32.78
25.347675800,44.896,32.78
26.349457264,44.88,32.78
27.348734379,44.842,32.778
28.348011017,44.824,32.778
29.347288132,44.84,32.78
30.349069595,44.902,32.78
31.348347187,44.874,32.78
32.347624302,44.84,32.78
33.346900940,44.852,32.78
34.348682403,44.878,32.78
35.347959518,44.864,32.78
36.347236633,44.886,32.78
37.349222660,44.836,32.78
38.348499775,44.876,32.778
39.347776413,44.9,32.778
40.347053528,44.894,32.778
41.348834991,44.868,32.778
42.348196506,44.866,32.778
43.347473621,44.838,32.778
44.349255085,44.87,32.778
45.348532200,44.882,32.78
46.347912788,44.868,32.778
47.347189903,44.864,32.778
48.348970890,44.842,32.776
49.348308563,44.83,32.776
50.347584724,44.818,32.774
51.346860409,44.83,32.772
52.348640442,44.822,32.77
53.347915172,44.786,32.77
54.347190857,44.784,32.768
55.348970413,44.776,32.766
56.348353386,44.76,32.766
57.347627640,44.77,32.764
58.346902370,44.794,32.762
59.348681450,44.77,32.762
60.347955704,44.78,32.76
61.347229481,44.792,32.76
62.349008083,44.758,32.76
63.348281860,44.75,32.758
64.347562313,44.75,32.758
65.346934318,44.746,32.758
66.348712444,44.81,32.756
67.347990036,44.714,32.756
68.347381115,44.74,32.756
69.349159241,44.766,32.754
70.348433018,44.692,32.754
71.347706318,44.708,32.754
72.347080231,44.738,32.754
73.348857879,44.726,32.752
74.348131180,44.744,32.752
75.347404957,44.776,32.752
76.346677780,44.756,32.752
77.348455906,44.736,32.752
78.347751617,44.77,32.752
79.347024441,44.79,32.752
80.348940849,44.724,32.752
81.348214149,44.724,32.752
82.347487926,44.708,32.752
83.346760750,44.75,32.752
84.348538399,44.708,32.752
85.347812176,44.684,32.752
86.347084999,44.728,32.752
87.348862648,44.766,32.752
88.348236084,44.754,32.752
89.347651005,44.746,32.752
90.346923828,44.712,32.752
91.348701477,44.716,32.752
92.347974300,44.732,32.752
93.347248077,44.732,32.752
94.346520901,44.752,32.754
95.348298550,44.77,32.754
96.347571373,44.726,32.752
97.346852302,44.714,32.752
98.348629951,44.692,32.752
99.347902775,44.732,32.752
100.347175598,44.72,32.752
101.346448898,44.718,32.752
102.348354816,44.716,32.752
103.347627640,44.722,32.752
104.346986294,44.708,32.75
105.348762989,44.728,32.75
106.348035812,44.696,32.75
107.347308159,44.676,32.75
108.346580505,44.67,32.748
109.348357200,44.684,32.748
110.347629547,44.706,32.748
111.346901893,44.672,32.746
112.348686218,44.688,32.746
113.347958088,44.688,32.744
114.347229957,44.67,32.744
115.346750736,44.69,32.744
116.348526954,44.676,32.744
117.347876549,44.678,32.742
118.347148418,44.63,32.742
119.348923683,44.634,32.74
120.348195553,44.66,32.74
121.347466469,44.652,32.74
122.346737385,44.694,32.738
