Time (s),Power (dBm),Percentage (%)
0.408736229,-53,94
0.908877850,-53,94
1.408719540,-53,94
1.908836365,-53,94
2.408667087,-53,94
2.908727169,-51,98
3.408499241,-55,90
3.908642292,-55,90
4.408483028,-51,98
4.908629894,-51,98
5.408431530,-51,98
5.908628464,-59,82
6.408417225,-57,86
6.908731937,-58,84
7.408500194,-51,98
7.908806801,-60,80
8.408447742,-57,86
8.908822536,-51,98
9.408622265,-57,86
9.908694744,-51,98
10.408610344,-59,82
10.908740044,-49,100
11.408584595,-49,100
11.908717632,-53,94
12.408596992,-53,94
12.908692360,-58,84
13.408539295,-59,82
13.908704281,-55,90
14.408549785,-51,98
14.908661842,-57,86
15.408622742,-49,100
15.908786297,-60,80
16.408566952,-59,82
16.908629417,-45,100
17.408448696,-49,100
17.908596039,-51,98
18.408714294,-61,78
18.908857346,-51,98
19.408651352,-49,100
19.908832073,-53,94
20.408667087,-51,98
20.908816814,-51,98
21.408679962,-45,100
21.908977509,-57,86
22.408776283,-51,98
22.908899307,-51,98
23.408668041,-51,98
23.908743381,-51,98
24.408746242,-53,94
24.908843040,-49,100
25.408615589,-51,98
25.908854961,-53,94
26.408663750,-60,80
26.908712387,-53,94
27.408674717,-55,90
27.908772945,-55,90
28.408559799,-59,82
28.908768654,-51,98
29.408607483,-49,100
29.908653736,-53,94
30.408463001,-57,86
30.908617973,-51,98
31.408452511,-55,90
31.908618450,-53,94
32.408367157,-51,98
32.908543110,-55,90
33.408370018,-51,98
33.908543110,-51,98
34.408401012,-49,100
34.908565044,-55,90
35.408403873,-53,94
35.908696175,-55,90
36.408501148,-53,94
36.908616543,-65,70
37.408355236,-53,94
37.908602238,-51,98
38.408442974,-55,90
38.908411026,-62,76
39.408557892,-57,86
39.908694744,-60,80
40.408569813,-49,100
40.908723831,-55,90
41.408528805,-53,94
41.908707619,-51,98
42.408541679,-63,74
42.908667088,-49,100
43.408315182,-53,94
43.908592701,-49,100
44.408324242,-47,100
44.908479691,-47,100
45.408317566,-47,100
45.908482075,-49,100
46.408267975,-57,86
46.908420563,-53,94
47.408493519,-49,100
47.908652782,-47,100
48.408484459,-47,100
48.908808708,-53,94
49.408431530,-53,94
49.908700943,-65,70
50.408589840,-55,90
50.908635139,-49,100
51.408368111,-49,100
51.908654213,-53,94
52.408529281,-49,100
52.908628464,-59,82
53.408471584,-64,72
53.908752918,-51,98
54.408594608,-55,90
54.908695221,-51,98
55.408570289,-57,86
55.908716679,-62,76
56.408512592,-51,98
56.908676624,-51,98
57.408498287,-47,100
57.908565044,-49,100
58.408332348,-47,100
58.908483028,-55,90
59.408300876,-53,94
59.908498287,-62,76
60.408322334,-59,82
60.908510685,-51,98
61.408298015,-55,90
61.908506870,-53,94
62.408286571,-59,82
62.908646107,-57,86
63.408284664,-55,90
63.908563137,-51,98
64.408571243,-53,94
64.908695221,-51,98
65.408546924,-61,78
66.408546448,-57,86
66.908648014,-51,98
67.408560276,-53,94
67.908696175,-47,100
68.408454895,-51,98
68.908670425,-49,100
69.408511639,-51,98
69.908561707,-51,98
70.408457756,-57,86
70.908626080,-53,94
71.408382892,-53,94
71.908459663,-53,94
72.408277511,-53,94
72.908448696,-53,94
73.408301353,-51,98
73.908400059,-57,86
74.408240318,-59,82
74.908550739,-53,94
75.408384800,-53,94
75.908572674,-49,100
76.408419609,-59,82
76.908652782,-53,94
77.408473492,-60,80
77.908656120,-60,80
78.408406257,-51,98
78.908452511,-49,100
79.408506870,-55,90
79.908643723,-57,86
80.408352375,-55,90
80.908619404,-59,82
81.408459186,-67,66
81.908483505,-53,94
82.408500194,-62,76
82.908601761,-55,90
83.408286571,-49,100
83.908637524,-65,70
84.408429623,-62,76
84.908412456,-65,70
85.408306122,-62,76
85.908463001,-71,58
86.408338547,-59,82
86.908467293,-57,86
87.408286571,-59,82
87.908483028,-53,94
88.408283234,-53,94
88.908457279,-51,98
89.408247471,-47,100
89.908411503,-53,94
90.408196449,-57,86
90.908543110,-49,100
91.408324242,-55,90
91.908461094,-51,98
92.408240318,-60,80
93.408282280,-58,84
93.908452034,-55,90
94.408257007,-57,86
94.908393383,-53,94
95.408268928,-51,98
95.908404350,-47,100
96.408432484,-47,100
96.908608437,-51,98
97.408442497,-57,86
97.908455372,-60,80
98.408403873,-60,80
98.908484459,-60,80
99.408212185,-51,98
99.908380985,-55,90
100.408204555,-51,98
100.908392429,-55,90
101.408230781,-51,98
101.908391476,-55,90
102.408139706,-55,90
102.908312798,-65,70
103.408166885,-61,78
103.908467770,-60,80
104.408357620,-53,94
104.908626080,-62,76
105.408461571,-62,76
105.908567429,-57,86
106.408263206,-53,94
106.908561230,-65,70
107.408400059,-57,86
107.908535480,-55,90
108.408377647,-57,86
108.908547878,-51,98
109.408389568,-51,98
109.908481121,-65,70
110.408364296,-62,76
110.908517361,-62,76
111.408329487,-57,86
111.908475399,-59,82
112.408255100,-51,98
112.908320427,-59,82
113.408128738,-51,98
113.908308029,-55,90
