Time (s),Power (dBm),Percentage (%)
0.335130692,-57,86
0.835086822,-57,86
1.335074902,-57,86
1.835228920,-57,86
2.334941387,-57,86
2.835282326,-57,86
3.335072517,-57,86
3.835174084,-57,86
4.334938526,-57,86
4.835242748,-57,86
5.335070133,-59,82
5.835125923,-59,82
6.335086346,-55,90
6.835203171,-57,86
7.334903717,-51,98
7.835131168,-55,90
8.335070610,-57,86
8.835050583,-57,86
9.334857941,-51,98
9.835171699,-59,82
10.334916115,-60,80
10.835175991,-60,80
11.335015297,-57,86
11.835147381,-55,90
12.334917069,-55,90
12.835180283,-55,90
13.335005760,-55,90
13.834995270,-55,90
14.334846497,-57,86
14.835138321,-53,94
15.334837437,-51,98
15.835149765,-53,94
16.334976673,-55,90
16.835039616,-51,98
17.334986687,-55,90
17.835111141,-57,86
18.334846020,-60,80
18.834955692,-57,86
19.334954739,-59,82
19.835168362,-59,82
20.334806442,-57,86
20.835088730,-47,100
21.334982395,-57,86
21.834949970,-53,94
22.334785462,-55,90
22.835117817,-55,90
23.334767342,-51,98
23.835054398,-51,98
24.334952831,-59,82
24.834960461,-62,76
25.334762096,-71,58
25.835088730,-57,86
26.334784508,-67,66
26.834951401,-67,66
27.334895134,-69,62
27.834948063,-69,62
28.334719658,-69,62
28.835065842,-69,62
29.334759235,-69,62
29.834879875,-69,62
30.334783077,-69,62
30.834883213,-69,62
31.334740639,-69,62
31.835030556,-69,62
32.334712982,-69,62
32.834855556,-69,62
33.334688664,-69,62
33.834839821,-69,62
34.334786415,-69,62
34.834846020,-69,62
35.334707737,-67,66
35.835052967,-67,66
36.334694386,-67,66
36.834969997,-69,62
37.334856987,-69,62
37.834898472,-67,66
38.334759712,-67,66
38.834955215,-67,66
39.334658146,-67,66
39.834948540,-69,62
40.334834099,-69,62
40.834802151,-67,66
41.334686756,-69,62
41.834932804,-67,66
42.334738731,-67,66
42.834784985,-67,66
43.334811688,-67,66
43.834994316,-69,62
44.334596634,-69,62
44.834910870,-69,62
45.334798336,-67,66
45.834789753,-69,62
46.334668160,-69,62
46.834932327,-69,62
47.334606171,-67,66
47.834928989,-67,66
48.334776878,-69,62
48.834752560,-69,62
49.334586144,-67,66
49.834875107,-67,66
50.334681034,-67,66
50.834736824,-69,62
51.334754944,-67,66
51.834891319,-69,62
52.334537029,-65,70
52.834887981,-67,66
53.334737778,-62,76
53.834727287,-61,78
54.334628105,-65,70
54.834871292,-59,82
55.334541321,-57,86
55.834826946,-69,62
56.334714890,-60,80
56.834680557,-57,86
57.334524632,-49,100
57.834848881,-49,100
58.334581852,-55,90
58.834666252,-49,100
59.334657192,-57,86
59.834875584,-61,78
60.334525108,-59,82
60.834792137,-49,100
61.334678173,-55,90
61.834665298,-53,94
62.334579468,-57,86
62.834777355,-59,82
63.334480763,-62,76
63.834764004,-49,100
64.334656239,-57,86
64.834629059,-59,82
65.334461212,-53,94
65.834792137,-51,98
66.334519386,-57,86
66.834609508,-51,98
67.334598065,-65,70
67.834702969,-60,80
68.334444523,-59,82
68.834770203,-60,80
69.334510803,-62,76
69.834599972,-62,76
70.334611416,-57,86
70.834670067,-63,74
71.334410191,-59,82
71.834695339,-59,82
72.334467411,-55,90
72.834557533,-59,82
73.334390640,-65,70
73.834626198,-65,70
74.334446430,-62,76
74.834612369,-60,80
75.334459305,-55,90
75.834716320,-73,54
76.334444523,-49,100
76.834582806,-57,86
77.334559441,-51,98
77.834582806,-51,98
78.334458828,-55,90
78.834658623,-55,90
79.334377289,-62,76
79.834619999,-57,86
80.334502220,-65,70
80.834561825,-53,94
81.334394455,-60,80
81.834671497,-67,66
82.334372521,-59,82
82.834541321,-59,82
83.334515095,-62,76
83.834662914,-59,82
84.334300518,-65,70
84.834614277,-53,94
85.334507465,-57,86
85.834493160,-59,82
86.334329605,-60,80
87.334350109,-59,82
87.834576607,-57,86
88.334444046,-58,84
88.834484577,-67,66
89.334280014,-60,80
89.834614277,-65,70
90.334253311,-57,86
90.834465027,-62,76
91.334421635,-57,86
91.834600925,-62,76
92.334283829,-60,80
92.834591866,-62,76
93.334405899,-57,86
93.834429741,-57,86
94.334252358,-57,86
94.834581852,-75,50
95.334224224,-62,76
95.834503174,-71,58
96.334382534,-57,86
96.834411621,-55,90
97.334410191,-57,86
97.834518433,-62,76
98.334262371,-60,80
98.834393024,-62,76
99.334360600,-63,74
99.834574223,-65,70
100.334205628,-64,72
100.834494591,-60,80
101.334346294,-67,66
101.834355831,-67,66
102.334198952,-65,70
102.834480762,-51,98
103.334200382,-62,76
103.834470272,-63,74
104.334323406,-65,70
104.834388256,-55,90
105.334345341,-60,80
105.834458351,-57,86
106.334183216,-59,82
106.834477425,-57,86
107.334336281,-55,90
107.834453583,-55,90
108.334167957,-57,86
108.834474087,-57,86
109.334266186,-57,86
109.834304810,-55,90
110.334279537,-55,90
110.834427357,-55,90
111.334191322,-55,90
111.834381580,-55,90
112.334254742,-55,90
112.834286213,-55,90
113.334244728,-55,90
113.834342480,-55,90
114.334137440,-55,90
114.834408283,-55,90
115.334210396,-55,90
115.834353447,-55,90
116.334117889,-62,76
116.834334850,-51,98
117.334237576,-51,98
117.834243774,-49,100
118.334131718,-65,70
118.834372044,-58,84
119.334048271,-57,86
119.834274292,-57,86
120.334240913,-57,86
120.834227562,-53,94
121.334196091,-51,98
121.834374905,-61,78
122.334019184,-59,82
122.834321022,-53,94
123.334183216,-55,90
123.834249020,-55,90
124.334005833,-51,98
124.834317207,-59,82
125.334220886,-55,90
125.834178448,-53,94
126.334160805,-51,98
126.834362030,-55,90
127.334016323,-55,90
127.834198475,-51,98
128.334183216,-57,86
129.334129810,-60,80
129.834281445,-55,90
130.334052086,-60,80
130.834283352,-55,90
131.334160328,-61,78
131.834161282,-62,76
132.333954334,-59,82
132.834295273,-63,74
133.334136486,-64,72
133.834137917,-60,80
134.334138870,-55,90
134.834308624,-59,82
135.333936691,-53,94
135.834077835,-69,62
136.334122658,-62,76
136.834126949,-51,98
137.334027290,-57,86
137.834220886,-60,80
138.333918572,-55,90
138.834202766,-58,84
139.334064484,-61,78
139.834080696,-62,76
140.333878517,-53,94
140.834198475,-51,98
141.333969116,-53,94
141.834048748,-69,62
142.334042072,-55,90
142.834218025,-55,90
143.333888054,-55,90
143.834211826,-53,94
144.334062576,-55,90
144.834075928,-67,66
145.333920479,-55,90
145.834197044,-65,70
146.333909035,-51,98
146.834174633,-53,94
147.334040642,-53,94
147.834088325,-53,94
148.334026337,-51,98
148.834175587,-57,86
149.333828926,-51,98
149.834161758,-65,70
150.334017754,-59,82
150.834131241,-57,86
151.333889484,-53,94
151.834116936,-53,94
152.334016800,-59,82
152.833969593,-55,90
153.333806515,-57,86
