Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.338867664,43.964,32.598
1.340623379,43.966,32.6
2.339874744,44.008,32.602
3.339126587,44.012,32.604
4.340900898,44.024,32.604
5.340153217,44.022,32.606
6.339405536,44.02,32.608
7.338658333,44.056,32.61
8.340415954,44.03,32.612
9.339724541,44.092,32.614
10.338978290,44.082,32.614
11.340736389,44.064,32.616
12.339990616,44.11,32.618
13.339244842,44.064,32.62
14.341003895,44.118,32.622
15.340445042,44.096,32.624
16.339699745,44.118,32.626
17.338954925,44.152,32.626
18.340880871,44.122,32.628
19.340136528,44.13,32.63
20.339392185,44.146,32.63
21.341152191,44.13,32.632
22.340407848,44.16,32.632
23.339664459,44.118,32.634
24.338920593,44.158,32.636
25.340680599,44.15,32.636
26.339937687,44.172,32.636
27.339193821,44.194,32.638
28.340954780,44.122,32.638
29.340211868,44.166,32.638
30.339468479,44.21,32.64
31.338732719,44.186,32.642
32.340494633,44.236,32.642
33.339771271,44.232,32.644
34.339058876,44.176,32.644
35.340820789,44.202,32.644
36.340077400,44.218,32.644
37.339334965,44.196,32.644
38.338654518,44.206,32.646
39.340455532,44.196,32.644
40.339712620,44.136,32.646
41.339073181,44.208,32.646
42.340835094,44.188,32.646
43.340091705,44.22,32.646
44.339348793,44.182,32.646
45.338605881,44.164,32.646
46.340367317,44.196,32.646
47.339800835,44.19,32.644
48.339057922,44.18,32.644
49.340819359,44.244,32.644
50.340075493,44.178,32.644
51.339332580,44.216,32.644
52.338589668,44.17,32.642
53.340350151,44.186,32.642
54.339656830,44.2,32.64
55.338998794,44.17,32.64
56.340942383,44.206,32.64
57.340199470,44.194,32.642
58.339455604,44.182,32.642
59.338712692,44.126,32.642
60.340473652,44.222,32.642
61.339729786,44.216,32.642
62.338986873,44.17,32.642
63.340746879,44.186,32.64
64.340039730,44.168,32.64
65.339295864,44.182,32.64
66.338552475,44.196,32.638
67.340312481,44.178,32.638
68.339568615,44.176,32.638
69.338824272,44.18,32.636
70.340594768,44.184,32.636
71.339898109,44.162,32.636
72.339154243,44.134,32.634
73.338409901,44.164,32.634
74.340169430,44.112,32.634
75.339594364,44.11,32.634
76.338850021,44.13,32.634
77.340609550,44.15,32.634
78.339865208,44.236,32.634
79.339232445,44.142,32.632
80.338487625,44.128,32.632
81.340247154,44.15,32.632
82.339522838,44.15,32.632
83.338778496,44.134,32.632
84.340538025,44.096,32.63
85.339793205,44.108,32.626
86.339047909,44.106,32.624
87.338387489,44.09,32.626
88.340146541,44.136,32.624
89.339401245,44.098,32.624
90.338655472,44.08,32.622
91.340414047,44.076,32.622
92.339667320,44.054,32.618
94.338173866,44.044,32.612
95.339931011,44.038,32.61
96.339311600,43.99,32.606
97.338563442,43.97,32.604
98.340319156,43.928,32.6
99.339570045,43.946,32.598
100.338850975,43.9,32.596
101.338100910,43.932,32.592
102.339855194,43.942,32.59
103.339108944,43.948,32.588
104.338498592,43.856,32.584
105.340251446,43.94,32.582
106.339500427,43.882,32.58
107.338747978,43.87,32.578
108.338033676,43.872,32.576
109.339891910,43.88,32.574
110.339139461,43.858,32.572
111.338386059,43.858,32.572
112.340137958,43.86,32.57
113.339384556,43.824,32.568
