Time (s),Power (dBm),Percentage (%)
0.247581959,-62,76
0.747954369,-62,76
1.247684479,-62,76
1.747905254,-62,76
2.247734070,-62,76
2.747694969,-62,76
3.247708798,-60,80
3.747692585,-61,78
4.247681141,-60,80
4.747713089,-62,76
5.247479439,-62,76
5.747827053,-65,70
6.247502327,-69,62
6.747794151,-67,66
7.247448444,-55,90
7.747606754,-62,76
8.247613907,-62,76
8.747562408,-59,82
9.247537136,-55,90
9.747686863,-62,76
10.247351170,-57,86
10.747615814,-57,86
11.247324944,-59,82
11.747584820,-60,80
12.247418881,-60,80
12.747462749,-57,86
13.247485161,-57,86
13.747569084,-65,70
14.247396946,-60,80
14.747684956,-63,74
15.247385979,-67,66
15.747703075,-59,82
16.247455597,-59,82
16.747519970,-67,66
17.247509480,-59,82
17.747447014,-55,90
18.247349262,-61,78
18.747537613,-65,70
19.247239590,-73,54
19.747447967,-73,54
20.247217655,-67,66
20.747557640,-71,58
21.247263432,-71,58
21.747351646,-71,58
22.247345448,-73,54
22.747356892,-73,54
23.247376442,-71,58
23.747264862,-73,54
24.247144222,-71,58
24.747463703,-69,62
25.247075558,-73,54
25.747275352,-71,58
26.247242451,-67,66
26.747252941,-62,76
27.247050285,-57,86
27.747330666,-59,82
28.247106552,-67,66
28.747264385,-65,70
29.247094631,-67,66
29.747448921,-57,86
30.247242451,-65,70
30.747243881,-62,76
31.247227669,-61,78
31.747233868,-62,76
32.247235298,-71,58
32.747290611,-65,70
33.247095108,-55,90
33.747382641,-63,74
34.247070789,-64,72
34.747176170,-57,86
35.247109413,-55,90
35.747159958,-57,86
36.247206211,-53,94
36.747140884,-53,94
37.247225285,-69,62
37.747203827,-57,86
38.747496605,-60,80
39.247143269,-55,90
39.747504234,-55,90
40.247111321,-59,82
40.747311115,-55,90
41.247386456,-61,78
41.747456074,-62,76
42.247312546,-65,70
42.747458935,-62,76
43.247103691,-53,94
43.747467995,-55,90
44.247085095,-62,76
44.747476101,-61,78
45.247417927,-63,74
45.747385979,-57,86
46.247357369,-69,62
46.747496605,-67,66
47.247161865,-65,70
47.747466087,-65,70
48.247144699,-71,58
48.747484684,-71,58
49.247222424,-75,50
49.747232914,-73,54
50.247252464,-71,58
50.747257709,-71,58
51.247227669,-71,58
51.747315407,-71,58
52.247043133,-71,58
52.747370720,-67,66
53.246984482,-71,58
53.747351170,-77,46
54.247029781,-77,46
54.747141838,-75,50
55.247093678,-73,54
55.747122288,-71,58
56.247113228,-69,62
56.747056484,-79,42
57.247426510,-71,58
57.747721672,-69,62
58.247427464,-71,58
58.747743130,-69,62
59.247533321,-73,54
59.747494698,-73,54
60.247507572,-73,54
60.747607708,-75,50
61.247395515,-73,54
61.747617245,-73,54
62.247256756,-73,54
62.747508049,-75,50
63.247444630,-73,54
63.747421741,-75,50
64.247311592,-67,66
64.747410774,-65,70
65.247414112,-64,72
65.747536182,-62,76
66.247151375,-60,80
66.747489929,-67,66
67.247569561,-62,76
67.747861862,-60,80
68.247647762,-62,76
68.747656345,-59,82
69.247698784,-59,82
69.747622967,-59,82
70.247537136,-64,72
70.747647285,-71,58
71.247421742,-62,76
71.747634411,-64,72
72.247413635,-67,66
73.247372150,-55,90
73.747551441,-58,84
74.247533798,-64,72
74.747701645,-53,94
75.247512341,-55,90
75.747643948,-57,86
76.247306347,-64,72
76.747651577,-62,76
77.247282505,-61,78
77.747427940,-62,76
78.247430801,-57,86
78.747384071,-63,74
79.247201920,-59,82
79.747533798,-65,70
80.247241974,-60,80
80.747302532,-62,76
81.247153759,-59,82
81.747532368,-60,80
82.247293949,-57,86
82.747364521,-58,84
83.247303486,-62,76
83.747263431,-53,94
84.247330189,-62,76
84.747357368,-65,70
85.247057915,-62,76
85.747385025,-65,70
86.247296333,-67,66
86.747400284,-69,62
87.247410297,-69,62
87.747457504,-71,58
88.247467995,-69,62
88.747451782,-69,62
89.247417450,-69,62
89.747387409,-69,62
90.247248650,-69,62
90.747516155,-71,58
91.247181416,-65,70
91.747528076,-62,76
92.247329712,-62,76
92.747286320,-61,78
93.247339249,-59,82
93.747465134,-60,80
94.247244835,-61,78
94.747410774,-69,62
95.247086048,-65,70
95.747421741,-59,82
96.247023583,-62,76
96.747279167,-57,86
97.247199535,-64,72
97.747159004,-63,74
98.247171402,-63,74
98.747285843,-69,62
99.246973991,-59,82
99.747269154,-55,90
100.246991634,-69,62
100.747304439,-59,82
101.247015953,-59,82
101.747052669,-60,80
102.247075081,-71,58
102.747037411,-55,90
103.247048378,-59,82
103.747110844,-67,66
104.246838093,-55,90
104.747190475,-51,98
105.247111797,-53,94
105.747422218,-59,82
106.247175217,-59,82
106.747229099,-59,82
107.247172833,-62,76
107.747228622,-67,66
108.247225761,-59,82
108.747200966,-59,82
109.247054577,-65,70
109.747319698,-67,66
110.246964932,-65,70
110.747324943,-62,76
111.247137070,-63,74
111.747237682,-63,74
112.247295380,-71,58
112.747396469,-73,54
113.247140884,-73,54
113.747364044,-73,54
114.247043133,-71,58
114.747219086,-67,66
115.247209549,-69,62
115.747208118,-67,66
116.247025967,-67,66
116.747112274,-67,66
117.247166157,-65,70
117.747241020,-60,80
118.246910095,-64,72
118.747237205,-59,82
119.246897221,-69,62
119.747258186,-62,76
120.246994972,-60,80
120.747035980,-65,70
121.247064114,-62,76
121.747011661,-59,82
122.246825695,-62,76
122.747075081,-62,76
123.246770382,-62,76
123.746922493,-64,72
124.246775150,-62,76
124.747107506,-62,76
125.246804714,-62,76
125.746889114,-65,70
126.246936798,-60,80
126.746870518,-62,76
127.246888638,-59,82
127.746812820,-65,70
128.246686935,-67,66
128.747014046,-65,70
129.246633530,-59,82
129.747010708,-59,82
130.246796608,-62,76
130.746746540,-65,70
131.246805668,-59,82
131.746884823,-62,76
132.246678352,-65,70
132.746911526,-59,82
133.246545315,-63,74
134.246708870,-65,70
134.746712208,-53,94
135.246669293,-53,94
135.746705532,-57,86
136.246676922,-65,70
136.746749401,-59,82
137.246455669,-57,86
137.746747017,-55,90
138.246404648,-55,90
138.746770859,-57,86
139.246534348,-65,70
139.746548653,-67,66
140.246574402,-69,62
140.746546268,-57,86
141.246550083,-57,86
141.746561050,-51,98
142.246285439,-60,80
142.746619224,-67,66
143.246291161,-62,76
143.746616363,-62,76
144.246305466,-60,80
144.746389866,-57,86
145.246560097,-62,76
145.746566772,-65,70
146.246547699,-60,80
146.746500969,-57,86
147.246343613,-60,80
147.746675491,-59,82
148.246306419,-59,82
148.746621609,-55,90
149.246457100,-57,86
149.746418953,-62,76
150.246561527,-65,70
150.747333527,-61,78
151.247117996,-62,76
151.747249126,-67,66
152.246960163,-67,66
152.747311115,-65,70
153.247135162,-57,86
153.747152328,-67,66
154.247091770,-65,70
154.747143745,-55,90
155.247185707,-59,82
155.747294426,-61,78
156.246944428,-59,82
156.747254848,-60,80
157.246905327,-62,76
157.747172356,-62,76
158.247013092,-62,76
158.747074127,-62,76
159.246942997,-62,76
159.747120380,-62,76
160.247170925,-62,76
160.747267723,-62,76
161.246963501,-62,76
161.747241497,-62,76
162.246912003,-59,82
162.747235775,-62,76
163.246990681,-57,86
163.747033119,-57,86
164.247068882,-65,70
164.747033596,-60,80
165.246894836,-60,80
165.746961594,-61,78
166.246862412,-67,66
166.746953487,-67,66
167.246774674,-62,76
167.747127056,-62,76
168.246757507,-65,70
168.746912479,-65,70
169.246903420,-65,70
169.747039318,-65,70
170.246847153,-65,70
170.747009754,-62,76
171.246717453,-67,66
