Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.048840523,45.31,32.882
1.049844265,45.278,32.882
2.048326015,45.282,32.88
3.049329281,45.288,32.878
4.047811508,45.25,32.878
5.048814774,45.262,32.876
6.049817085,45.276,32.876
7.048298359,45.25,32.872
8.049301147,45.25,32.868
9.047781467,45.21,32.868
10.048783302,45.25,32.868
11.049785614,45.262,32.866
12.048265934,45.242,32.866
13.049267292,45.16,32.864
14.047747135,45.162,32.862
15.048747540,45.232,32.862
16.049748898,45.212,32.86
17.048227787,45.228,32.856
18.049228191,45.126,32.854
19.047706604,45.134,32.852
20.048706532,45.134,32.85
21.049705982,45.134,32.848
22.048183918,45.114,32.848
23.049182415,45.128,32.846
24.047659874,45.11,32.844
25.048657417,45.09,32.842
26.049655914,45.07,32.842
27.048131943,45.06,32.84
28.049129963,45.116,32.838
29.047605991,45.04,32.838
30.048603058,45.106,32.836
31.049600601,45.032,32.836
32.048076153,45.05,32.834
33.049072742,45.016,32.832
34.047548294,45.082,32.83
35.048544884,45.022,32.83
36.049540520,45.04,32.828
37.048015118,45.032,32.828
