Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.000000000,44.38,32.814
0.998154640,44.356,32.816
1.998792171,44.422,32.818
2.999430656,44.418,32.82
4.000069618,44.436,32.822
4.998225689,44.416,32.824
5.998865128,44.438,32.828
6.999504566,44.488,32.83
8.000144958,44.48,32.832
8.998301983,44.534,32.834
9.998942852,44.472,32.836
10.999584198,44.526,32.838
12.000225544,44.504,32.842
12.998384953,44.568,32.844
13.999027252,44.5,32.848
14.999669552,44.614,32.85
15.997829914,44.576,32.852
16.998473167,44.588,32.856
17.999117374,44.618,32.858
18.999762058,44.65,32.86
19.997923851,44.666,32.862
20.998569012,44.654,32.866
21.999214649,44.69,32.868
22.999860287,44.67,32.872
23.998023510,44.688,32.874
24.998670578,44.682,32.876
25.999317646,44.732,32.878
26.999964714,44.736,32.88
27.998128891,44.776,32.882
28.998776913,44.78,32.884
29.999424458,44.768,32.886
31.000072956,44.75,32.888
31.998238087,44.782,32.89
32.998886585,44.79,32.892
33.999535561,44.776,32.892
34.997701168,44.804,32.894
35.998350620,44.774,32.896
36.999000072,44.79,32.896
37.999649048,44.784,32.898
38.997815609,44.802,32.9
39.998465538,44.816,32.9
40.999114990,44.8,32.9
41.999764919,44.826,32.902
42.997931957,44.776,32.902
43.998582363,44.828,32.902
44.999232292,44.83,32.904
45.999882698,44.824,32.904
46.998050213,44.83,32.904
47.998700619,44.814,32.904
48.999351025,44.862,32.906
50.000001431,44.912,32.906
50.998169422,44.876,32.906
51.998819828,44.878,32.908
52.999470711,44.846,32.91
53.997639179,44.832,32.912
54.998291016,44.884,32.914
55.998942852,44.866,32.914
56.999594688,44.866,32.916
57.997763634,44.868,32.918
58.998415947,44.9,32.918
59.999069214,44.89,32.92
60.999722004,44.944,32.924
61.997891903,44.888,32.926
62.998545647,44.96,32.928
63.999199390,44.946,32.93
64.999853611,44.93,32.93
65.998025417,45.008,32.932
66.998680592,45,32.936
67.999335766,45.01,32.938
68.997508049,45.068,32.94
69.998164654,45.068,32.942
70.998820782,45.042,32.946
71.999477863,45.09,32.948
72.997652054,45.042,32.95
73.998309612,45.076,32.952
74.998967171,45.088,32.954
75.999625683,45.088,32.958
76.997801304,45.114,32.96
77.998459816,45.138,32.962
78.999118805,45.142,32.964
79.999778748,45.22,32.966
80.997955322,45.172,32.968
81.998615742,45.17,32.97
82.999275208,45.18,32.972
83.999936581,45.186,32.976
84.998115063,45.244,32.978
85.998775959,45.27,32.98
86.999438286,45.256,32.984
87.997617245,45.282,32.986
88.998280525,45.266,32.988
89.998943806,45.288,32.99
90.999607563,45.29,32.992
91.997787952,45.306,32.994
92.998452187,45.35,32.996
93.999115944,45.304,32.998
94.999780178,45.37,32.998
95.997961998,45.358,33
96.998627186,45.31,33.002
97.999292374,45.37,33.004
98.997474670,45.384,33.006
99.998139858,45.356,33.008
100.998805523,45.372,33.01
101.999472141,45.394,33.01
102.997654915,45.406,33.012
103.998321533,45.434,33.014
104.998988628,45.432,33.016
105.999655724,45.43,33.018
106.997839928,45.436,33.02
107.998508453,45.432,33.022
108.999176025,45.434,33.024
109.997362137,45.478,33.026
110.998030186,45.48,33.028
111.998699188,45.488,33.03
112.999368668,45.486,33.03
113.997554779,45.484,33.032
114.998224735,45.542,33.034
115.998894215,45.478,33.034
116.999563694,45.512,33.034
117.997750759,45.532,33.036
118.998420238,45.504,33.036
119.999090195,45.492,33.036
120.997277260,45.462,33.036
121.997946739,45.546,33.036
122.998616695,45.554,33.036
123.999287128,45.528,33.038
124.997474194,45.506,33.038
125.998144627,45.55,33.04
126.998815060,45.532,33.04
127.999485970,45.554,33.04
128.997673988,45.556,33.042
129.998344421,45.564,33.042
130.999015331,45.584,33.042
131.997202873,45.564,33.042
132.997874260,45.554,33.044
133.998545170,45.552,33.044
134.999215603,45.602,33.042
135.997404099,45.576,33.044
136.998074532,45.584,33.044
137.998745441,45.564,33.044
138.999416828,45.558,33.046
139.997604847,45.558,33.046
140.998276234,45.562,33.046
141.998947144,45.532,33.048
142.999618530,45.554,33.048
143.997806549,45.598,33.05
144.998478413,45.62,33.052
145.999150276,45.58,33.052
146.997339249,45.612,33.054
147.998011112,45.598,33.054
148.998683453,45.574,33.054
149.999355316,45.624,33.056
150.997544289,45.564,33.056
151.998216629,45.61,33.056
152.998888969,45.574,33.058
153.999561787,45.6,33.058
154.997750759,45.616,33.058
155.998423576,45.66,33.058
156.999095917,45.608,33.06
157.997285843,45.626,33.06
158.997959137,45.612,33.06
159.998632908,45.67,33.062
160.999306679,45.7,33.064
161.997497082,45.602,33.064
162.998171329,45.664,33.066
163.998845577,45.676,33.068
164.999520302,45.658,33.07
165.997711182,45.682,33.07
166.998386383,45.722,33.072
167.999061584,45.692,33.072
168.997252941,45.704,33.074
169.997928143,45.74,33.074
170.998603821,45.732,33.076
171.999279499,45.718,33.078
172.997472286,45.716,33.078
173.998148441,45.75,33.08
174.998824120,45.772,33.082
175.997017860,45.772,33.084
176.997694492,45.758,33.084
177.998371601,45.81,33.086
178.999048710,45.788,33.088
179.997242928,45.846,33.09
180.997921467,45.798,33.092
181.998599052,45.812,33.094
182.999277592,45.802,33.096
183.997473240,45.872,33.098
184.998152256,45.856,33.102
185.998832226,45.85,33.104
186.997028828,45.83,33.106
187.997708321,45.874,33.106
188.998388767,45.884,33.108
189.999068737,45.906,33.11
190.997266293,45.942,33.112
191.997946739,45.882,33.112
192.998627663,45.886,33.112
193.999308109,45.938,33.112
194.997506618,45.94,33.114
195.998187542,45.958,33.116
196.998868942,45.942,33.116
197.997067928,45.926,33.118
198.997749805,45.95,33.118
199.998431206,45.95,33.12
200.999114037,45.954,33.122
201.997313499,45.93,33.122
202.997995853,45.926,33.124
203.998679161,45.946,33.126
204.996878624,45.988,33.126
205.997561932,46.004,33.128
206.998245716,45.974,33.128
207.998928547,45.978,33.13
208.997128963,45.992,33.13
209.997812748,46.018,33.132
210.998496532,46.006,33.132
211.999180317,46.02,33.134
212.997381687,46.02,33.136
213.998065948,46.048,33.138
214.998749733,46.032,33.138
215.996951580,46.03,33.14
216.997636318,46.044,33.14
217.998321056,46.012,33.14
218.999006748,46.044,33.142
219.997209072,46.094,33.144
220.997894287,46.074,33.146
221.998580456,46.108,33.148
222.999266148,46.098,33.15
223.997469902,46.12,33.15
224.998156548,46.136,33.152
225.998843670,46.104,33.154
226.997047901,46.142,33.154
227.997735023,46.162,33.156
228.998422623,46.152,33.158
229.999110699,46.14,33.16
230.997315407,46.16,33.162
231.998003483,46.158,33.162
232.998692036,46.178,33.164
233.996897697,46.138,33.164
234.997585773,46.164,33.166
235.998275280,46.186,33.166
236.998963356,46.156,33.168
237.997169971,46.24,33.17
238.997859001,46.232,33.172
239.998548508,46.236,33.172
240.996755123,46.238,33.174
241.997445583,46.224,33.176
242.998135090,46.274,33.178
243.998825550,46.248,33.18
244.997032642,46.252,33.18
245.997723103,46.232,33.18
246.998413563,46.236,33.182
247.999104023,46.272,33.182
248.997311592,46.228,33.182
249.998002052,46.232,33.184
250.998693466,46.202,33.184
251.996901035,46.272,33.186
252.997591972,46.254,33.186
253.998283386,46.288,33.186
254.998974323,46.27,33.188
255.997182846,46.294,33.188
256.997874260,46.286,33.19
257.998566151,46.286,33.19
258.996775150,46.348,33.192
259.997467041,46.33,33.192
260.998159409,46.348,33.194
261.998851776,46.302,33.196
262.997061729,46.322,33.196
263.997754574,46.31,33.198
264.998447895,46.338,33.198
265.996658325,46.342,33.2
266.997352123,46.348,33.2
267.998045921,46.316,33.202
268.998739243,46.342,33.204
269.996950626,46.384,33.206
270.997644424,46.408,33.206
271.998338699,46.358,33.206
272.996549606,46.354,33.208
273.997244835,46.402,33.21
274.997939110,46.358,33.21
