Time (s),Power (dBm),Percentage (%)
0.083983898,-65,70
0.583943367,-65,70
1.084001064,-67,66
1.583964348,-67,66
2.083915234,-67,66
2.584158897,-67,66
3.083747387,-65,70
3.583981991,-65,70
4.083810806,-67,66
4.584045887,-65,70
5.083818913,-57,86
5.583918095,-60,80
6.083737850,-59,82
6.584002018,-59,82
7.083718777,-59,82
7.584080219,-59,82
8.083724499,-60,80
8.584025383,-62,76
9.083962441,-53,94
9.583889961,-60,80
10.083920002,-67,66
10.584009647,-45,100
11.083754540,-55,90
11.584094047,-60,80
12.083697796,-60,80
12.583924293,-55,90
13.083911419,-59,82
13.583883762,-60,80
14.083707333,-57,86
14.583931923,-57,86
15.083882809,-60,80
15.583837986,-62,76
16.083697319,-55,90
16.583831310,-57,86
17.083706379,-55,90
17.583844662,-60,80
18.083882809,-55,90
18.583871841,-57,86
19.083818436,-58,84
19.584075928,-62,76
20.083681583,-59,82
20.584049225,-59,82
21.083717823,-53,94
21.583975792,-59,82
22.083897114,-55,90
22.583809853,-59,82
