Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.195600987,46.774,33.3
1.193825245,46.886,33.302
2.194533348,46.892,33.304
3.195241451,46.892,33.306
4.193466663,46.862,33.306
5.194175243,46.888,33.31
6.194884300,46.85,33.312
7.195593357,46.9,33.314
8.193819523,46.922,33.316
9.194529533,46.904,33.316
10.195239067,46.942,33.318
11.193466187,46.888,33.32
12.194176674,46.982,33.322
13.194887638,46.912,33.324
14.195598602,46.966,33.326
15.193827152,46.96,33.328
16.194538117,46.996,33.33
17.195250511,46.976,33.33
18.193479061,46.994,33.332
19.194191456,47.01,33.334
20.194904804,47.012,33.336
21.195617199,47.048,33.338
22.193846703,47.054,33.34
23.194560528,47.058,33.342
24.195273399,47.034,33.342
25.193503857,47.07,33.344
26.194217682,47.082,33.346
27.194931507,47.066,33.346
28.195645809,47.076,33.348
29.193877220,47.098,33.348
30.194591522,47.044,33.35
31.195305824,47.1,33.352
32.193536758,47.116,33.352
34.194966316,47.114,33.354
35.195681572,47.102,33.354
36.193913460,47.062,33.354
37.194628239,47.126,33.356
38.195343494,47.098,33.356
39.193575382,47.102,33.356
40.194290161,47.09,33.356
41.195005417,47.1,33.358
42.193237782,47.17,33.358
43.193953514,47.152,33.358
44.194668770,47.104,33.36
45.195384502,47.144,33.36
46.193616867,47.134,33.36
47.194332600,47.13,33.36
48.195048332,47.138,33.362
49.193280697,47.1,33.362
50.193996429,47.102,33.362
51.194713116,47.136,33.364
52.195428848,47.142,33.364
53.193661690,47.174,33.366
54.194378853,47.124,33.366
55.195095062,47.136,33.368
56.193328381,47.164,33.368
57.194045544,47.144,33.368
58.194762230,47.246,33.37
59.195479393,47.156,33.37
60.193713188,47.15,33.372
61.194430828,47.158,33.372
62.195147991,47.202,33.372
63.193382740,47.18,33.374
64.194100380,47.214,33.374
65.194818020,47.182,33.376
66.195535660,47.194,33.376
67.193770886,47.252,33.376
68.194488525,47.23,33.376
69.195207119,47.212,33.378
70.193442345,47.218,33.378
71.194160461,47.234,33.378
72.194879055,47.21,33.38
73.193114281,47.238,33.38
74.193833351,47.232,33.382
75.194551468,47.264,33.382
76.195270538,47.244,33.382
77.193506241,47.228,33.384
78.194225311,47.276,33.384
79.194944382,47.23,33.384
80.193181038,47.31,33.386
81.193900585,47.248,33.386
82.194619656,47.252,33.388
83.195339680,47.27,33.388
84.193575859,47.27,33.388
85.194295883,47.254,33.388
86.195015907,47.258,33.39
87.193252564,47.264,33.39
88.193973064,47.31,33.39
89.194692612,47.268,33.392
90.195413113,47.268,33.392
91.193650246,47.32,33.392
93.195091248,47.306,33.394
94.193328857,47.312,33.394
95.194049358,47.328,33.394
96.194770336,47.284,33.396
97.193007946,47.298,33.396
98.193728924,47.304,33.396
99.194450378,47.298,33.398
100.195171356,47.328,33.398
101.193409920,47.306,33.398
102.194131374,47.328,33.4
103.194853306,47.328,33.4
104.193091393,47.37,33.402
105.193813324,47.352,33.402
106.194535255,47.362,33.404
107.195257664,47.368,33.404
108.193496704,47.366,33.404
109.194218159,47.258,33.406
110.194940567,47.356,33.406
111.193180084,47.372,33.406
112.193902493,47.37,33.408
113.194625378,47.402,33.408
114.192864418,47.394,33.408
115.193587303,47.366,33.408
116.194310665,47.358,33.41
117.195033550,47.37,33.41
118.193273544,47.408,33.41
119.193996429,47.406,33.412
120.194719791,47.36,33.412
121.192960262,47.37,33.412
122.193683147,47.426,33.412
123.194406033,47.39,33.414
124.195129871,47.368,33.414
125.193370342,47.408,33.414
126.194094181,47.416,33.416
127.194818020,47.398,33.416
128.193058491,47.402,33.416
129.193782806,47.448,33.416
130.194507122,47.448,33.418
131.192748070,47.462,33.418
132.193472385,47.46,33.42
133.194197178,47.392,33.42
134.194921494,47.476,33.42
135.193163395,47.422,33.422
136.193888187,47.434,33.424
137.194612503,47.45,33.424
138.192855358,47.462,33.424
139.193580151,47.46,33.426
140.194305420,47.444,33.426
141.195031166,47.446,33.426
142.193273544,47.512,33.428
143.193999291,47.512,33.43
144.194725514,47.472,33.43
145.192968845,47.488,33.432
146.193695068,47.522,33.432
147.194422245,47.552,33.434
148.192666054,47.548,33.436
149.193393707,47.514,33.438
150.194121361,47.54,33.438
151.194849014,47.516,33.44
