Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.632843017,43.466,32.52
1.633795261,43.48,32.522
2.634747028,43.522,32.522
3.633178234,43.516,32.522
4.634130001,43.458,32.524
5.632561684,43.506,32.524
6.633513927,43.49,32.526
7.634466648,43.494,32.526
8.632898807,43.548,32.528
9.633851051,43.544,32.528
10.634804249,43.536,32.528
11.633236408,43.526,32.528
12.634189606,43.584,32.528
13.632621288,43.502,32.53
14.633574963,43.552,32.53
15.634528160,43.586,32.53
16.632959843,43.504,32.53
17.633913040,43.55,32.528
18.632345199,43.524,32.528
19.633298397,43.504,32.528
20.634251594,43.57,32.528
21.632683277,43.5,32.528
22.633635998,43.526,32.528
23.634589195,43.508,32.526
24.633020401,43.534,32.526
25.633973598,43.538,32.526
26.632405281,43.502,32.526
27.633358478,43.5,32.526
28.634310722,43.548,32.526
29.632741928,43.53,32.526
30.633694649,43.522,32.526
31.634647846,43.486,32.524
32.633079052,43.506,32.524
33.634031296,43.524,32.524
34.632462501,43.474,32.522
