Time (s),Power (dBm),Percentage (%)
0.158596993,-49,100
0.658732414,-49,100
1.158609390,-49,100
1.658721447,-49,100
2.158421040,-49,100
2.658653736,-51,98
3.158421993,-51,98
3.658590794,-47,100
4.158461094,-45,100
4.658626079,-47,100
5.158471584,-47,100
5.658599853,-49,100
6.158433914,-43,100
6.658739090,-43,100
7.158401012,-57,86
7.658703804,-51,98
8.158531666,-51,98
8.658643246,-53,94
9.158528805,-53,94
9.658648968,-55,90
10.158524990,-51,98
10.658668518,-51,98
11.158486843,-49,100
11.658700943,-47,100
12.158553600,-47,100
12.658615112,-49,100
13.158549309,-45,100
13.658716202,-51,98
14.158459663,-57,86
14.658683777,-51,98
15.158425331,-51,98
15.658586979,-47,100
16.158405304,-51,98
16.658539772,-55,90
17.158367634,-55,90
17.658591747,-51,98
18.158426285,-53,94
18.658580780,-57,86
19.158357620,-51,98
19.658528328,-47,100
20.158349991,-45,100
20.658655167,-51,98
21.158502102,-53,94
21.658629417,-45,100
22.158355713,-47,100
22.658626556,-47,100
23.158357620,-53,94
23.658620834,-57,86
24.158474445,-53,94
24.658485889,-49,100
25.158505440,-53,94
25.658615589,-53,94
26.158321857,-53,94
26.658655167,-51,98
27.158505917,-47,100
27.658504963,-47,100
28.158468246,-49,100
28.658543110,-43,100
29.158368588,-49,100
29.658476829,-43,100
30.158326626,-43,100
30.658487320,-45,100
31.158329964,-43,100
31.658502102,-53,94
32.158372879,-51,98
32.658480644,-49,100
33.158317566,-51,98
33.658649445,-51,98
34.658615112,-53,94
35.158422947,-53,94
35.658474445,-51,98
36.158432007,-51,98
36.658609390,-51,98
37.158426762,-63,74
37.658571720,-49,100
38.158458233,-47,100
