Time (s),Humidity (%)
0.656071186,13.75
1.655879021,14.61621
2.655686855,15.03711
3.655494213,14.31934
4.655303478,14.38184
5.655111790,13.80078
6.654921532,14.40723
7.657205582,13.5791
8.657015324,13.90039
9.656825542,12.92285
10.656635761,14.29785
11.656446934,12.92383
12.656258106,12.72559
13.656069755,13.51855
14.655881405,13.74219
15.655693054,12.55371
16.655504703,14.28711
17.655316830,12.86328
18.655129909,13
19.654942512,13.56934
20.657229900,14.41113
21.657042503,15.06738
22.656856060,14.75879
23.656669140,13.03809
24.656481743,14.12793
25.656295776,13.50879
26.656109333,13.75684
27.655922890,13.32324
28.655736446,14.66016
29.655550957,13.64551
30.655364513,14.32617
31.655179024,14.78418
32.654992580,13.49707
33.654807091,12.55566
34.657095909,12.66699
35.656910419,12.67969
36.656723976,12.55664
37.656538486,13.25
