Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.031765461,43.602,32.544
1.030196667,43.64,32.546
2.031148911,43.688,32.548
3.032102585,43.68,32.55
4.030534267,43.694,32.552
5.031487465,43.682,32.552
6.029920101,43.674,32.554
7.030874252,43.702,32.556
8.031827927,43.676,32.558
9.030261040,43.734,32.558
10.031215191,43.738,32.558
11.032169819,43.71,32.558
12.030602932,43.754,32.558
13.031557083,43.712,32.56
14.029990196,43.774,32.56
15.030944824,43.714,32.56
16.031899452,43.73,32.562
17.030332565,43.732,32.562
18.031287193,43.746,32.562
19.029719830,43.674,32.562
20.030674458,43.748,32.562
21.031629086,43.746,32.562
22.030062199,43.712,32.562
23.031015873,43.746,32.562
24.031970501,43.724,32.562
25.030403137,43.742,32.562
26.031357765,43.72,32.562
27.029790878,43.722,32.562
28.030745029,43.718,32.562
29.031698704,43.71,32.562
30.030132294,43.682,32.562
31.031085968,43.722,32.562
32.032040119,43.714,32.56
33.030472755,43.728,32.56
34.031426430,43.71,32.56
35.029859066,43.748,32.56
36.030812740,43.748,32.56
37.031766891,43.706,32.558
38.030198574,43.72,32.558
39.031152725,43.698,32.558
40.029585361,43.688,32.558
41.030539036,43.71,32.558
42.031492233,43.658,32.558
43.029924870,43.722,32.558
44.030878067,43.636,32.554
45.031831741,43.71,32.552
46.030262947,43.658,32.552
47.031216145,43.69,32.552
48.029647350,43.658,32.55
49.030600071,43.65,32.55
50.031552315,43.668,32.548
51.029983044,43.644,32.548
52.030935764,43.612,32.546
53.031887531,43.656,32.544
54.030317307,43.626,32.542
55.031269550,43.614,32.54
56.029699326,43.62,32.538
57.030649662,43.586,32.538
58.031600475,43.598,32.536
59.030029774,43.57,32.536
60.030980110,43.57,32.534
61.029408932,43.518,32.534
62.030358791,43.496,32.53
63.031308651,43.558,32.53
64.029736519,43.528,32.528
65.030686378,43.572,32.526
66.031635284,43.464,32.526
67.030063152,43.476,32.524
68.031011581,43.53,32.524
69.029438972,43.504,32.522
70.030387402,43.492,32.522
71.031335831,43.43,32.518
72.029762745,43.504,32.516
73.030709744,43.466,32.514
74.031657696,43.506,32.514
75.030083656,43.486,32.512
76.031031132,43.424,32.512
77.029456139,43.494,32.512
78.030403614,43.42,32.51
79.031350136,43.376,32.508
80.029774666,43.42,32.506
82.031667233,43.408,32.504
83.030091763,43.388,32.502
84.031036854,43.378,32.502
85.029460907,43.366,32.5
86.030405998,43.448,32.498
87.031350613,43.376,32.498
88.029774189,43.342,32.496
89.030718327,43.366,32.494
90.029141903,43.33,32.492
91.030085564,43.352,32.492
92.031029701,43.304,32.49
93.029452324,43.324,32.49
94.030395985,43.366,32.488
95.031339169,43.266,32.488
96.029761314,43.292,32.486
97.030704498,43.314,32.486
98.029126644,43.288,32.486
99.030068874,43.3,32.484
100.031012058,43.234,32.484
101.029433727,43.286,32.482
102.030375957,43.292,32.48
103.031318665,43.304,32.48
104.029739380,43.262,32.478
105.030682087,43.306,32.478
106.029102325,43.286,32.476
107.030044556,43.226,32.476
108.030986309,43.27,32.476
109.029406071,43.216,32.474
110.030348301,43.286,32.474
111.031289577,43.272,32.472
