Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.377568722,43.24,32.44
1.379370213,43.242,32.44
2.378597260,43.224,32.442
3.377825260,43.248,32.442
4.379557610,43.258,32.444
5.378785133,43.268,32.444
6.378013611,43.23,32.446
7.379745483,43.274,32.446
8.378973961,43.258,32.446
9.378202915,43.282,32.448
10.377430916,43.266,32.448
11.379164696,43.304,32.45
12.378392696,43.304,32.45
13.377621651,43.282,32.45
14.379355431,43.28,32.452
15.378656387,43.288,32.452
16.378007889,43.28,32.454
17.377237320,43.28,32.454
18.378971100,43.27,32.456
19.378243923,43.32,32.456
20.377528668,43.34,32.456
21.379347324,43.312,32.456
22.378576756,43.246,32.456
23.377806187,43.296,32.456
24.379539967,43.272,32.456
25.378769398,43.326,32.458
26.378039837,43.3,32.458
27.377269268,43.288,32.458
28.379003525,43.278,32.458
29.378232956,43.308,32.46
30.377462864,43.284,32.46
31.379196167,43.276,32.46
32.378426075,43.328,32.46
33.377793312,43.302,32.46
34.379527092,43.354,32.46
35.378756523,43.302,32.46
36.377986431,43.318,32.46
37.377215862,43.286,32.462
38.379037857,43.27,32.462
39.378267765,43.296,32.462
40.377597809,43.362,32.464
41.379332543,43.354,32.464
42.378562450,43.332,32.464
43.378248692,43.356,32.464
44.377479076,43.334,32.466
45.379213333,43.35,32.466
46.378444195,43.33,32.466
47.377674103,43.306,32.468
48.379409313,43.328,32.468
49.378639221,43.366,32.468
50.377870560,43.316,32.468
51.379604817,43.322,32.466
52.378834725,43.314,32.466
53.378065109,43.346,32.466
54.377294540,43.316,32.464
55.379028797,43.28,32.462
56.378259182,43.334,32.462
57.377488613,43.312,32.46
58.379222393,43.302,32.46
59.378451824,43.324,32.458
60.377681732,43.27,32.458
61.379415035,43.28,32.456
62.378644466,43.288,32.456
63.377873421,43.278,32.456
64.377103329,43.238,32.454
65.378836632,43.26,32.454
66.378065586,43.264,32.454
67.377295494,43.322,32.454
68.379028797,43.322,32.454
69.378258228,43.282,32.454
70.377487183,43.3,32.454
71.379221439,43.354,32.454
72.378451347,43.31,32.454
73.377680779,43.324,32.456
74.376939774,43.31,32.456
75.378674030,43.3,32.456
76.377904415,43.332,32.458
77.377134323,43.336,32.458
78.379069328,43.324,32.46
79.378299713,43.3,32.46
80.377530575,43.322,32.462
81.376760960,43.364,32.462
82.378496170,43.37,32.464
83.377727509,43.334,32.466
84.376958370,43.37,32.466
85.378813267,43.338,32.468
86.378044605,43.388,32.47
87.377318859,43.352,32.47
88.379055977,43.414,32.472
89.378288269,43.486,32.474
90.377521038,43.408,32.476
91.376753807,43.442,32.478
92.378530979,43.464,32.48
93.377764225,43.422,32.482
94.376997948,43.46,32.484
95.378850937,43.464,32.484
96.378085137,43.494,32.486
97.377319336,43.47,32.488
98.379058361,43.506,32.49
99.378292561,43.49,32.49
100.377527714,43.494,32.492
101.376762390,43.51,32.492
102.378508091,43.482,32.494
103.377742767,43.476,32.494
104.377115727,43.542,32.496
105.378855229,43.542,32.496
106.378094196,43.512,32.496
107.377329826,43.536,32.496
108.376629353,43.558,32.496
109.378473759,43.5,32.496
110.377709389,43.526,32.496
111.376980782,43.476,32.496
112.378818512,43.536,32.496
113.378054142,43.52,32.496
114.377289772,43.506,32.496
115.379029274,43.51,32.498
116.378264904,43.568,32.498
117.377552986,43.542,32.498
118.376788616,43.512,32.498
119.378528118,43.458,32.498
120.377763748,43.53,32.498
121.376999378,43.514,32.498
123.378004551,43.496,32.5
124.377240658,43.506,32.5
125.376476288,43.556,32.5
126.378216744,43.556,32.5
127.377452850,43.512,32.502
128.376688480,43.568,32.5
129.378428936,43.56,32.5
130.377665043,43.53,32.498
131.376900673,43.522,32.498
132.378640652,43.558,32.5
133.378137112,43.542,32.5
134.377372742,43.518,32.5
135.376608849,43.536,32.502
136.378349304,43.544,32.502
137.377584934,43.54,32.502
138.376821041,43.57,32.502
139.378561497,43.53,32.504
140.377797604,43.558,32.504
141.377033234,43.53,32.504
142.376268864,43.558,32.504
143.378009796,43.532,32.504
144.377567291,43.486,32.504
145.376803398,43.524,32.504
146.378543854,43.552,32.504
147.377779484,43.512,32.504
148.377015591,43.54,32.506
149.378755570,43.562,32.506
150.377992153,43.516,32.506
151.377227783,43.514,32.506
152.376463890,43.542,32.506
153.378203869,43.55,32.506
154.377440453,43.54,32.506
155.376676560,43.588,32.508
156.378417492,43.576,32.508
157.377653599,43.56,32.508
158.376890183,43.554,32.508
159.378631115,43.566,32.51
160.377867699,43.57,32.51
161.377568722,43.566,32.51
162.376805782,43.576,32.51
163.378547192,43.588,32.512
164.377784252,43.584,32.512
165.377021313,43.558,32.514
166.378762722,43.584,32.516
167.378000259,43.594,32.516
168.377237797,43.594,32.518
169.376475334,43.604,32.518
170.378217697,43.632,32.518
171.377455235,43.614,32.52
172.376692772,43.592,32.52
173.378435135,43.628,32.522
174.377673149,43.588,32.522
175.376911640,43.628,32.522
176.378687382,43.612,32.522
177.377925396,43.616,32.524
178.377163887,43.592,32.524
179.376401901,43.634,32.524
180.378144741,43.628,32.524
181.377508640,43.586,32.526
182.376747131,43.678,32.526
183.378490448,43.648,32.526
184.377728462,43.6,32.526
185.377092838,43.622,32.526
186.376331806,43.628,32.526
187.378074646,43.628,32.526
188.377312660,43.632,32.526
189.376551628,43.632,32.528
190.378294468,43.668,32.528
191.377532959,43.628,32.528
192.376863957,43.664,32.528
193.378606796,43.574,32.528
194.377845764,43.64,32.528
195.377083778,43.588,32.528
196.376322270,43.596,32.528
197.378065586,43.614,32.53
198.377304077,43.658,32.528
199.376542091,43.572,32.53
200.378285885,43.656,32.53
201.377523899,43.672,32.53
202.376762867,43.628,32.53
203.376001835,43.69,32.532
204.377745628,43.644,32.532
205.376984596,43.662,32.532
206.376224041,43.694,32.532
207.377967358,43.692,32.534
208.377207279,43.658,32.534
209.376592636,43.63,32.536
210.378584862,43.666,32.538
211.377825260,43.668,32.538
212.377064705,43.652,32.538
213.376338482,43.66,32.54
214.378082752,43.686,32.54
