Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.423103333,43.396,32.468
1.422905922,43.444,32.468
2.422707558,43.416,32.468
3.424984455,43.386,32.468
4.424786091,43.4,32.47
5.424588204,43.404,32.47
6.424390793,43.356,32.47
7.424192906,43.44,32.47
8.423995495,43.42,32.47
9.423797608,43.402,32.47
10.423600197,43.428,32.47
11.423402310,43.378,32.47
12.423204899,43.37,32.47
13.423007012,43.412,32.472
14.422809601,43.416,32.472
15.422612667,43.432,32.472
16.424889565,43.45,32.472
17.424691677,43.412,32.472
18.424494743,43.402,32.472
19.424297333,43.45,32.472
20.424099445,43.396,32.472
21.423902512,43.386,32.472
22.423704624,43.386,32.472
23.423507214,43.426,32.472
24.423310280,43.408,32.472
25.423112393,43.426,32.472
26.422915459,43.442,32.472
27.422718525,43.456,32.472
28.422520638,43.4,32.472
29.424798489,43.396,32.472
30.424601555,43.446,32.472
31.424404621,43.456,32.472
32.424207211,43.46,32.474
33.424010277,43.436,32.474
34.423813343,43.43,32.474
35.423616409,43.48,32.474
36.423419476,43.466,32.474
37.423222542,43.408,32.474
38.423025608,43.428,32.474
39.422827721,43.44,32.474
40.422630787,43.44,32.472
41.422433853,43.458,32.474
42.424711228,43.408,32.474
43.424514294,43.444,32.472
44.424316883,43.4,32.472
45.424119949,43.43,32.472
46.423922062,43.396,32.472
47.423725128,43.414,32.472
48.423527241,43.466,32.472
49.423330307,43.452,32.472
50.423132897,43.436,32.472
51.422935009,43.434,32.472
52.422738075,43.418,32.472
53.422540665,43.34,32.47
54.424817562,43.372,32.47
55.424619675,43.452,32.47
56.424422264,43.412,32.47
57.424224377,43.424,32.468
58.424026013,43.43,32.468
59.423827648,43.394,32.466
60.423629284,43.348,32.466
61.423430920,43.378,32.462
62.423232079,43.422,32.46
63.423033238,43.356,32.458
64.422833443,43.364,32.456
65.422633648,43.308,32.454
66.422433376,43.308,32.452
67.424707890,43.314,32.448
68.424506664,43.3,32.444
69.424305916,43.31,32.442
70.424104214,43.258,32.44
71.423901558,43.246,32.438
72.423699856,43.226,32.438
73.423497677,43.248,32.436
74.423294544,43.25,32.434
75.423092365,43.246,32.432
76.422888756,43.24,32.43
77.422685623,43.228,32.43
78.422482014,43.248,32.428
79.422278404,43.224,32.426
80.424549580,43.218,32.424
81.424345970,43.164,32.424
82.424141407,43.2,32.422
83.423937798,43.172,32.422
84.423733235,43.144,32.42
85.423529148,43.158,32.42
86.423325539,43.192,32.42
87.423120976,43.174,32.418
88.422916889,43.192,32.418
89.422712326,43.158,32.416
90.422507286,43.122,32.414
91.422303200,43.2,32.414
92.424572945,43.17,32.414
93.424368382,43.154,32.414
94.424163342,43.184,32.412
95.423957825,43.144,32.41
96.423752785,43.186,32.41
97.423547268,43.152,32.408
98.423341274,43.134,32.41
99.423135281,43.12,32.41
100.422929287,43.11,32.408
101.422723770,43.086,32.408
102.422517300,43.13,32.408
