Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.098988533,44.212,32.606
1.098790646,44.164,32.606
2.098592281,44.16,32.606
3.098394871,44.164,32.606
4.098196507,44.138,32.606
5.100494385,44.17,32.606
6.100296021,44.124,32.606
7.100163460,44.18,32.606
8.099965096,44.124,32.604
9.099766731,44.096,32.604
10.099568367,44.148,32.604
11.099370003,44.142,32.602
12.099171162,44.148,32.602
13.099050999,44.09,32.602
14.098851681,44.144,32.6
15.098652840,44.128,32.6
16.098453045,44.092,32.598
17.098253727,44.074,32.596
18.098053932,44.066,32.596
19.100327969,44.04,32.594
20.100127697,44.076,32.59
21.099941731,44.042,32.588
22.099740505,44.022,32.588
23.099816799,44.008,32.586
24.099615097,44.004,32.584
25.099412918,44.008,32.582
26.099209785,43.966,32.58
27.099007607,43.982,32.578
28.098803997,43.978,32.576
29.098600864,43.956,32.574
30.098420620,44.002,32.572
31.098447323,43.876,32.57
32.098243237,43.898,32.568
33.100513458,43.93,32.566
34.100308418,43.944,32.562
35.100103378,43.922,32.56
36.099897862,43.914,32.558
37.099692345,43.894,32.556
38.099574566,43.854,32.554
39.099368095,43.89,32.552
40.099161148,43.854,32.55
41.098954201,43.844,32.548
42.098747253,43.842,32.546
43.098539352,43.826,32.544
44.098331928,43.792,32.542
45.098123550,43.722,32.54
46.100389957,43.76,32.538
47.100180626,43.756,32.534
48.099971771,43.748,32.532
49.099761963,43.758,32.53
50.099551678,43.732,32.528
51.099354267,43.71,32.528
52.099398613,43.714,32.526
53.099187374,43.696,32.526
54.098976612,43.696,32.522
55.098764896,43.712,32.52
56.098553658,43.652,32.518
57.098341465,43.662,32.518
58.098129749,43.682,32.516
59.097917557,43.678,32.514
60.100179672,43.65,32.512
61.099967003,43.57,32.512
62.099753857,43.606,32.51
63.099540710,43.58,32.508
64.099328041,43.608,32.506
65.099113941,43.602,32.504
66.098899841,43.584,32.498
67.098685265,43.588,32.496
68.098471165,43.59,32.494
69.098567009,43.56,32.494
70.098351955,43.522,32.494
71.098136902,43.496,32.492
72.097921371,43.538,32.49
73.100275993,43.504,32.488
74.100060463,43.49,32.486
75.099843979,43.522,32.486
76.099631786,43.492,32.484
77.099414825,43.5,32.482
78.099197865,43.518,32.48
79.099151611,43.452,32.48
80.098933697,43.482,32.478
81.098716259,43.472,32.476
82.098498344,43.47,32.474
83.098280907,43.424,32.474
84.098062515,43.404,32.472
85.100318909,43.404,32.468
86.100100040,43.442,32.466
87.099880219,43.432,32.464
88.099661350,43.394,32.464
89.099602222,43.37,32.462
90.099381924,43.398,32.46
91.099161625,43.354,32.456
92.098941326,43.366,32.456
93.098721027,43.358,32.454
94.098499775,43.354,32.452
95.098409653,43.306,32.448
96.098187923,43.312,32.446
97.097966194,43.35,32.444
98.100219250,43.314,32.444
99.099997044,43.308,32.442
100.099774361,43.27,32.44
101.099552155,43.272,32.44
102.099328995,43.246,32.44
103.099172115,43.254,32.438
104.098948956,43.28,32.438
105.098725319,43.256,32.436
106.098502636,43.282,32.436
107.098278999,43.256,32.436
108.098055363,43.266,32.434
109.097831249,43.242,32.432
110.100082397,43.228,32.432
111.099858284,43.248,32.43
112.099633694,43.204,32.424
113.099436760,43.212,32.412
115.098986149,43.184,32.412
116.098922253,43.162,32.414
117.098697662,43.16,32.414
118.098652363,43.198,32.414
119.098426819,43.192,32.414
120.098201275,43.202,32.414
121.097974777,43.17,32.414
122.097749233,43.196,32.414
123.099997997,43.22,32.414
124.099809647,43.172,32.414
125.099632740,43.15,32.412
126.099406242,43.152,32.406
127.099183559,43.114,32.404
128.098957062,43.144,32.404
129.098738194,43.14,32.404
130.098511219,43.084,32.404
131.098284245,43.144,32.404
132.098057270,43.142,32.404
133.097830296,43.14,32.406
134.097602367,43.118,32.404
135.099882603,43.126,32.404
136.099655151,43.138,32.402
137.099427700,43.082,32.402
138.099199772,43.098,32.402
139.099215984,43.092,32.4
140.099054337,43.074,32.402
141.098825932,43.096,32.402
142.098598003,43.1,32.402
143.098370075,43.142,32.4
144.098141670,43.054,32.4
145.097913265,43.106,32.4
146.097769737,43.11,32.4
147.100016117,43.088,32.4
148.099787712,43.1,32.4
149.099559307,43.058,32.4
150.099330902,43.102,32.4
151.099103451,43.094,32.4
152.098875046,43.09,32.4
153.098646641,43.016,32.4
154.098419189,43.114,32.4
155.098190784,43.11,32.402
156.097963333,43.094,32.402
157.097735405,43.114,32.402
158.097507954,43.126,32.402
159.100113392,43.098,32.404
160.099886417,43.092,32.404
161.099658966,43.178,32.406
162.099431992,43.092,32.406
163.099205494,43.14,32.408
164.099017620,43.178,32.41
165.098791599,43.156,32.41
166.098565102,43.174,32.412
167.098339558,43.192,32.414
168.098114014,43.14,32.414
169.097887993,43.17,32.416
170.097662926,43.256,32.418
171.099912643,43.226,32.418
172.099687576,43.256,32.42
173.099462986,43.248,32.422
174.099238396,43.238,32.424
175.099014282,43.216,32.424
176.098789692,43.258,32.426
177.098565578,43.248,32.428
178.098341942,43.248,32.428
179.098118305,43.228,32.43
180.097893715,43.222,32.43
181.097671032,43.304,32.432
182.097446919,43.258,32.432
183.097284794,43.282,32.434
184.099589348,43.276,32.43
185.099534988,43.252,32.428
186.099311352,43.272,32.426
187.099087238,43.216,32.422
188.098951340,43.29,32.424
189.098771572,43.24,32.428
190.098547936,43.252,32.43
191.098324776,43.228,32.43
192.098101139,43.25,32.43
193.097979546,43.288,32.43
