Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.131736279,50.17,33.95
1.132518292,50.204,33.95
2.130816460,50.14,33.948
3.131597519,50.134,33.948
4.132415295,50.1,33.948
5.130713940,50.19,33.946
6.131693840,50.172,33.946
7.132474899,50.106,33.946
8.130772591,50.168,33.946
9.131553650,50.128,33.944
10.132334709,50.16,33.944
11.130632401,50.114,33.944
12.131412983,50.084,33.944
13.132194042,50.132,33.942
14.130490780,50.114,33.942
15.131271362,50.138,33.942
16.132051945,50.128,33.942
17.132892132,50.134,33.94
18.131189346,50.112,33.94
19.132154942,50.122,33.94
20.132935524,50.056,33.94
21.131231785,50.138,33.94
22.132012367,50.116,33.94
23.132791996,50.118,33.938
24.131088257,50.072,33.938
25.131868362,50.112,33.938
26.132647991,50.156,33.938
27.130943775,50.062,33.936
28.131722927,50.062,33.936
29.132574558,50.072,33.934
30.130870342,50.102,33.934
31.131648541,50.066,33.932
32.132427692,50.062,33.932
33.130723000,50.01,33.932
34.131501198,50.042,33.93
35.132279873,50.016,33.93
36.130867481,50.042,33.928
37.131645203,50.038,33.928
38.132423401,50.014,33.928
39.130718231,50.008,33.926
40.131495953,50.036,33.926
41.132272720,49.998,33.926
