Time (s),Power (dBm),Percentage (%)
0.169570446,-51,98
0.669485569,-51,98
1.169600964,-53,94
1.669305325,-53,94
2.169657707,-53,94
2.669434071,-55,90
3.169537544,-59,82
3.669345856,-60,80
4.169557571,-62,76
4.669515610,-51,98
5.169466972,-49,100
5.669390202,-47,100
6.169652939,-49,100
6.669281483,-61,78
7.669512272,-59,82
8.169489861,-51,98
8.669438839,-55,90
9.169645786,-57,86
9.669273853,-49,100
10.169550896,-59,82
10.669489384,-55,90
11.169460297,-57,86
11.669268131,-53,94
12.169587612,-55,90
12.669461250,-53,94
13.169390678,-60,80
13.669431210,-57,86
