Time (s),Power (dBm),Percentage (%)
0.182407856,-60,80
0.682543278,-60,80
1.182374954,-60,80
1.682694912,-60,80
2.182362556,-60,80
2.682675838,-62,76
3.182513714,-57,86
3.682571411,-55,90
4.182353020,-53,94
4.682645321,-53,94
5.182484150,-55,90
5.682644844,-51,98
6.182487965,-51,98
6.682656765,-51,98
7.182462692,-49,100
7.682589531,-55,90
8.182438374,-59,82
8.682623386,-55,90
9.182445526,-51,98
9.682590485,-61,78
10.182404041,-55,90
10.682513237,-45,100
11.182280064,-59,82
11.682699680,-57,86
12.182541847,-45,100
12.682692051,-41,100
13.182529926,-51,98
13.682724476,-41,100
14.182487011,-47,100
14.682638645,-49,100
15.182477951,-45,100
15.682781696,-55,90
16.182445049,-47,100
16.682799339,-49,100
17.182640076,-51,98
17.682697773,-45,100
18.182448387,-51,98
18.682737350,-49,100
19.182577610,-55,90
19.682619572,-47,100
20.182590485,-53,94
20.682691097,-53,94
21.182425976,-57,86
21.682702541,-62,76
22.182507038,-53,94
22.682527542,-45,100
23.182483673,-53,94
23.682650089,-62,76
24.182341099,-49,100
24.682532787,-49,100
25.182358265,-55,90
25.682458401,-51,98
26.182360649,-55,90
26.682452679,-51,98
27.182291508,-53,94
27.682404518,-55,90
28.182295322,-55,90
28.682436466,-51,98
29.182254314,-63,74
29.682604790,-57,86
30.182456017,-53,94
30.682570457,-62,76
31.182396889,-62,76
31.682557583,-65,70
32.182461739,-60,80
32.682683468,-51,98
33.182561398,-57,86
33.682657719,-57,86
34.182503700,-60,80
34.682669163,-53,94
35.182514191,-63,74
35.682610989,-49,100
36.182490349,-59,82
36.682634830,-57,86
37.182432652,-55,90
37.682592869,-53,94
38.182417870,-45,100
38.682480812,-53,94
39.182252884,-53,94
39.682418823,-53,94
40.182263851,-53,94
40.682410717,-57,86
41.182219982,-51,98
41.682413101,-53,94
42.182207108,-57,86
42.682353496,-49,100
43.182173252,-51,98
43.682490349,-53,94
44.182210922,-60,80
44.682545185,-45,100
45.182384014,-45,100
45.682440758,-73,54
46.182354450,-55,90
46.682484150,-55,90
47.182328701,-53,94
47.682463169,-57,86
48.182341099,-57,86
48.682436466,-57,86
49.182337284,-61,78
49.682502270,-53,94
50.182311058,-57,86
50.682570457,-51,98
51.182403564,-51,98
51.682567596,-53,94
52.182426453,-51,98
52.682547092,-51,98
53.182374001,-53,94
53.682508945,-53,94
54.182393074,-55,90
54.682490826,-53,94
55.182314873,-49,100
55.682458401,-49,100
56.182297230,-49,100
56.682420731,-45,100
57.182240009,-53,94
57.682559490,-55,90
58.182388306,-57,86
58.682551384,-59,82
59.682406902,-51,98
60.182309151,-62,76
60.682441235,-55,90
61.182229519,-57,86
61.682451725,-51,98
62.182260990,-51,98
62.682325840,-53,94
63.182273388,-51,98
63.682406902,-51,98
64.182136536,-51,98
64.682401180,-49,100
65.182239533,-53,94
65.682301521,-53,94
66.182187080,-51,98
66.682304859,-47,100
67.182169914,-55,90
67.682312965,-55,90
68.182164669,-49,100
68.682338715,-47,100
69.182218075,-51,98
69.682292938,-55,90
70.182135105,-57,86
70.682277203,-51,98
71.182130814,-57,86
71.682434082,-49,100
72.182220936,-53,94
72.682362556,-55,90
73.182114601,-57,86
73.682533741,-57,86
74.182379246,-61,78
74.682357788,-49,100
75.182354927,-55,90
75.682487488,-57,86
76.182367325,-60,80
76.682499409,-60,80
77.182308197,-60,80
77.682481766,-60,80
78.182319641,-71,58
78.682442188,-51,98
79.182107925,-55,90
79.682376861,-55,90
80.182110310,-57,86
80.682250023,-51,98
81.182101250,-51,98
81.682327747,-51,98
82.182096005,-51,98
82.682263374,-58,84
83.182091236,-62,76
83.682249069,-55,90
