Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.203067780,42.026,32.186
1.205284119,42.058,32.188
2.205026150,42.08,32.19
3.204768658,42.036,32.192
4.204511643,42.044,32.194
5.204306603,42.046,32.196
6.204050541,42.044,32.198
7.203906536,42.048,32.2
8.203682423,42.116,32.2
9.203425884,42.114,32.202
10.203225136,42.136,32.204
11.205443859,42.132,32.206
12.205188274,42.082,32.208
13.204933167,42.114,32.208
14.204677582,42.124,32.21
15.204423428,42.124,32.212
16.204267502,42.084,32.21
17.204081535,42.144,32.208
18.203912258,42.148,32.208
19.203657150,42.126,32.21
20.203402996,42.138,32.212
21.203148842,42.142,32.212
22.205503464,42.138,32.214
23.205249310,42.144,32.214
24.204995155,42.19,32.214
25.204740524,42.192,32.216
26.205795765,42.128,32.216
27.205879211,42.134,32.216
28.205625057,42.156,32.218
29.205370426,42.158,32.218
30.205116272,42.148,32.216
31.204862118,42.176,32.214
32.204607487,42.11,32.214
33.206828117,42.17,32.214
34.206573486,42.13,32.214
35.206318855,42.186,32.214
36.206064224,42.11,32.214
37.205809116,42.134,32.212
38.205554485,42.142,32.212
39.205299377,42.148,32.212
40.205044270,42.124,32.212
41.204789162,42.132,32.212
42.204533577,42.164,32.212
43.204278469,42.104,32.212
44.206497669,42.122,32.208
45.206242085,42.08,32.206
46.205986500,42.102,32.206
47.205730438,42.092,32.206
48.205531597,42.084,32.204
49.205564499,42.124,32.204
50.205308914,42.102,32.204
51.205052853,42.072,32.202
52.204796314,42.074,32.202
53.204539776,42.114,32.202
54.206757546,42.024,32.202
55.206501484,42.09,32.202
56.206244946,42.088,32.202
57.205987930,42.12,32.202
58.205730915,42.05,32.2
59.205800533,42.074,32.198
60.205543518,42.064,32.198
61.205286503,42.058,32.198
62.205029488,42.052,32.198
63.204772472,42.062,32.198
64.204514980,42.07,32.198
