Time (s),Power (dBm),Percentage (%)
0.350065231,-59,82
0.849878788,-59,82
1.350029469,-59,82
1.849879742,-59,82
2.350184441,-60,80
2.849977493,-59,82
3.350084305,-59,82
3.849959850,-53,94
4.350018978,-55,90
4.849893093,-60,80
5.350259304,-63,74
5.850138187,-55,90
6.350023747,-67,66
6.850112438,-62,76
7.350209236,-55,90
7.849831104,-60,80
8.350229740,-57,86
8.850030422,-59,82
9.349972248,-53,94
9.850067615,-53,94
10.350130558,-57,86
10.849808693,-45,100
11.350017548,-57,86
11.849784851,-51,98
12.349956513,-51,98
12.849848747,-60,80
13.349920750,-55,90
13.849794388,-51,98
14.349897862,-55,90
14.849794388,-57,86
15.349880695,-65,70
15.849690914,-59,82
16.349991798,-53,94
16.849828720,-51,98
17.349993229,-62,76
17.849710941,-53,94
18.350047588,-49,100
18.849893093,-51,98
19.350026131,-45,100
19.849904060,-60,80
20.350036621,-49,100
20.849847317,-51,98
21.350012302,-51,98
21.849857807,-49,100
22.349966526,-53,94
22.849803925,-57,86
23.349967003,-53,94
23.849782944,-51,98
24.349802494,-59,82
24.849589825,-57,86
25.349818707,-59,82
25.849588871,-57,86
26.349749565,-57,86
26.849753380,-55,90
27.349879265,-53,94
27.849691391,-47,100
28.349864006,-62,76
28.849689484,-53,94
29.350037575,-53,94
29.849863052,-51,98
30.349925041,-60,80
30.849879742,-51,98
31.349955559,-65,70
31.849672317,-62,76
32.350287914,-57,86
32.850068092,-57,86
33.350298882,-57,86
33.850107670,-67,66
34.350200653,-60,80
34.850083828,-57,86
35.350217342,-51,98
35.849975586,-53,94
36.350256443,-57,86
36.850051880,-57,86
37.350105286,-53,94
37.849893093,-59,82
38.349951267,-62,76
38.849771500,-47,100
39.349952221,-57,86
