Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.342669010,43.29,32.492
1.343617439,43.272,32.494
2.342045307,43.328,32.494
3.342994690,43.27,32.496
4.343944073,43.34,32.498
5.342372418,43.266,32.498
6.343321800,43.34,32.498
7.344271660,43.326,32.498
8.342700481,43.346,32.498
9.343650818,43.34,32.5
10.342079640,43.36,32.502
11.343029976,43.32,32.502
12.343980789,43.282,32.504
13.342409611,43.354,32.504
14.343360424,43.348,32.506
15.341790199,43.402,32.506
16.342741013,43.36,32.508
17.343692303,43.364,32.508
18.342122078,43.386,32.51
19.343073845,43.356,32.51
20.344025135,43.412,32.51
21.342455387,43.408,32.512
22.343407154,43.414,32.514
23.341837883,43.388,32.514
24.342790127,43.382,32.514
25.343742371,43.432,32.516
27.343125343,43.39,32.516
28.344078064,43.406,32.516
29.342508316,43.414,32.516
30.343461037,43.362,32.518
31.341892243,43.438,32.518
32.342844963,43.466,32.518
33.343798161,43.386,32.518
34.342229366,43.468,32.518
35.343182087,43.462,32.52
36.344134808,43.432,32.52
37.342566490,43.418,32.52
38.343519211,43.458,32.52
