Time (s),Power (dBm),Percentage (%)
0.218506813,-69,62
0.718502045,-67,66
1.218673229,-67,66
1.718301773,-67,66
2.218374729,-67,66
2.718255520,-67,66
3.218506336,-65,70
3.718463898,-65,70
4.218431473,-67,66
4.718404293,-65,70
5.218525410,-65,70
5.718168259,-59,82
6.218511104,-62,76
6.718166828,-51,98
7.218419075,-57,86
7.718329906,-60,80
8.218264103,-57,86
8.718303680,-60,80
9.218293667,-57,86
9.718080521,-45,100
10.218408584,-55,90
10.718060493,-63,74
11.218198299,-57,86
11.718240738,-59,82
12.218194485,-67,66
12.718239307,-53,94
13.218195438,-60,80
13.718126297,-62,76
14.218345165,-64,72
14.718097210,-57,86
15.218428135,-62,76
15.718275547,-49,100
16.218229770,-57,86
16.718243599,-57,86
17.218181133,-57,86
17.718198776,-51,98
18.218517303,-62,76
18.718232155,-57,86
19.218499183,-53,94
19.718328953,-55,90
20.218304157,-59,82
20.718344688,-57,86
21.218332767,-57,86
21.718213081,-57,86
22.218472481,-57,86
22.718106747,-57,86
23.218461513,-57,86
23.718101501,-57,86
24.218415737,-57,86
24.718280315,-63,74
25.218205929,-55,90
25.718028068,-62,76
26.218379974,-60,80
26.718005180,-55,90
27.218247890,-49,100
27.718076229,-51,98
28.218393802,-47,100
28.718211651,-60,80
29.218222141,-55,90
29.718240261,-51,98
30.218297958,-53,94
30.718026638,-65,70
31.218348026,-53,94
31.717982292,-53,94
32.218238830,-57,86
32.718200684,-53,94
33.218102455,-53,94
33.718140602,-62,76
34.218254089,-53,94
34.717996120,-53,94
35.218317032,-58,84
35.717937946,-55,90
36.218191624,-55,90
36.718101978,-55,90
37.218049526,-49,100
37.717920780,-61,78
38.218069076,-57,86
38.717840671,-58,84
39.218125343,-47,100
39.717921257,-51,98
40.218044758,-62,76
40.717934608,-60,80
41.218032360,-51,98
41.718048096,-57,86
42.218050003,-53,94
42.717999458,-51,98
43.218194961,-59,82
43.717831612,-57,86
44.218132973,-53,94
44.717991352,-57,86
45.217947960,-51,98
45.717983723,-51,98
46.217899322,-51,98
46.717846870,-51,98
47.218317032,-51,98
47.717893600,-51,98
48.218016624,-51,98
48.718014717,-51,98
49.218214512,-53,94
49.718095779,-55,90
50.218011379,-53,94
50.717970371,-51,98
51.217956543,-57,86
51.717790604,-65,70
52.218146324,-53,94
52.717865944,-62,76
53.218067169,-45,100
53.718172073,-53,94
54.218107223,-59,82
54.717909336,-57,86
55.218275547,-55,90
55.717883587,-67,66
56.218269825,-61,78
56.717953682,-57,86
57.218208790,-60,80
57.718085289,-60,80
58.218075275,-59,82
58.718060970,-57,86
59.218225956,-60,80
59.717852592,-65,70
60.218206405,-51,98
60.717799663,-60,80
61.218136787,-67,66
61.718021393,-67,66
62.218009949,-62,76
62.717961788,-62,76
63.218036651,-53,94
63.717726231,-57,86
64.218348026,-53,94
64.718022823,-59,82
65.218245029,-64,72
65.718214512,-55,90
66.218158722,-51,98
66.718167782,-59,82
67.218157768,-51,98
67.718151569,-55,90
68.218315601,-57,86
68.717918396,-49,100
69.218055248,-55,90
69.718104839,-59,82
70.218039989,-60,80
70.718104839,-59,82
71.218055725,-65,70
71.718007564,-65,70
72.218219280,-65,70
72.717808723,-65,70
73.218080520,-65,70
73.717990398,-64,72
74.217947483,-64,72
74.717885494,-64,72
75.217939853,-65,70
75.717910767,-59,82
76.217984199,-61,78
76.717741013,-62,76
77.218056202,-60,80
77.717801094,-60,80
78.217993736,-55,90
78.718060493,-53,94
79.218008995,-59,82
79.717892170,-49,100
80.218194485,-53,94
80.717847347,-53,94
81.218145847,-65,70
81.717955112,-53,94
82.218252659,-57,86
82.718121529,-57,86
83.218021393,-55,90
83.717870235,-59,82
84.218231678,-53,94
84.717897892,-55,90
85.218012810,-57,86
85.717809677,-53,94
86.218077659,-55,90
86.717813969,-67,66
87.717994213,-75,50
88.217973709,-81,38
88.717754841,-55,90
89.218105793,-51,98
89.717751026,-57,86
90.218007564,-62,76
90.717956066,-53,94
91.217890739,-51,98
91.717894077,-51,98
92.217915058,-53,94
92.717650413,-59,82
93.218040466,-51,98
93.717672825,-47,100
94.217830658,-51,98
94.717830181,-51,98
95.217765331,-75,50
95.717558861,-55,90
96.217851162,-53,94
96.717798710,-60,80
97.217741489,-53,94
97.717626095,-63,74
98.217731476,-64,72
98.717543602,-64,72
99.217733383,-65,70
99.717777252,-64,72
100.217853069,-64,72
100.717865944,-63,74
101.218032837,-61,78
101.717714310,-65,70
102.217996597,-55,90
102.717749119,-63,74
103.217961311,-69,62
103.717846394,-57,86
104.217907429,-60,80
104.717810631,-62,76
105.218087673,-55,90
105.717739105,-51,98
106.218076706,-49,100
106.717687130,-51,98
107.218023300,-55,90
107.717946052,-59,82
108.717886448,-62,76
109.218088627,-69,62
109.717711449,-55,90
110.217991829,-65,70
110.717636108,-59,82
111.217921734,-73,54
111.717796326,-60,80
112.217775345,-57,86
112.717785358,-73,54
113.217930317,-59,82
113.717538357,-60,80
