Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.184167385,40.702,31.976
1.185039997,40.734,31.978
2.183391571,40.704,31.978
3.184265137,40.742,31.98
4.185138226,40.752,31.982
5.183490753,40.77,31.984
6.184364319,40.768,31.984
7.185237885,40.808,31.986
8.183591366,40.732,31.986
9.184465408,40.792,31.988
10.185339928,40.808,31.988
11.183692932,40.798,31.99
12.184567452,40.776,31.992
13.185442925,40.818,31.994
14.183796883,40.778,31.994
15.184671879,40.812,31.996
16.183025837,40.84,31.996
17.183901787,40.806,31.994
18.184777260,40.826,31.996
19.183131695,40.814,31.996
20.184007645,40.848,31.998
21.184883595,40.822,31.998
22.183238030,40.848,31.998
23.184113979,40.844,32
24.184989929,40.892,32
25.183345318,40.836,32
26.184221268,40.874,32.002
27.185097694,40.846,32.002
28.183453083,40.838,32.002
29.184329033,40.838,32.004
30.185205460,40.858,32.004
31.183560848,40.858,32.002
32.184437275,40.84,32.002
33.185313225,40.886,32.002
34.183668613,40.83,32.004
35.184545040,40.856,32.004
36.182900429,40.85,32.004
37.183776856,40.838,32.006
38.184653282,40.838,32.006
39.183008671,40.884,32.006
40.183885098,40.834,32.006
41.184762001,40.852,32.006
42.183116913,40.838,32.006
43.183994293,40.886,32.006
44.184870720,40.864,32.006
45.183227062,40.906,32.006
46.184103489,40.858,32.006
47.184980869,40.906,32.006
48.183336735,40.87,32.006
49.184213162,40.86,32.008
50.185090542,40.85,32.008
51.183446407,40.846,32.008
52.184322834,40.852,32.008
53.185200214,40.868,32.008
54.183556080,40.882,32.008
55.184432507,40.88,32.01
56.182788372,40.882,32.01
57.183665752,40.888,32.01
58.184543133,40.876,32.008
59.182898998,40.892,32.01
60.183776379,40.87,32.01
61.184653282,40.868,32.01
62.183009625,40.892,32.01
63.183886528,40.88,32.01
64.184763908,40.902,32.01
