Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.412807942,43.622,32.654
1.413421154,43.662,32.656
2.411551476,43.7,32.656
3.412164688,43.716,32.658
4.412778378,43.698,32.658
5.410909653,43.686,32.66
6.411523342,43.71,32.66
7.412137508,43.702,32.662
8.412752152,43.672,32.662
9.413366318,43.67,32.664
10.411498070,43.718,32.664
11.412112713,43.736,32.664
12.412726879,43.724,32.666
13.413341999,43.706,32.668
14.411474705,43.684,32.668
15.412089825,43.736,32.668
16.412704468,43.698,32.67
17.413319588,43.702,32.67
18.411452293,43.746,32.67
19.412067413,43.714,32.67
20.412682533,43.758,32.672
21.413297653,43.716,32.67
22.411429882,43.7,32.67
23.412044048,43.7,32.668
24.412658692,43.666,32.668
25.413272381,43.67,32.666
26.411403656,43.704,32.664
27.412017346,43.654,32.662
28.412630558,43.646,32.662
29.413243294,43.658,32.66
30.411373139,43.624,32.658
31.411985397,43.638,32.656
32.412598133,43.628,32.654
33.413209915,43.608,32.654
34.411338806,43.588,32.652
35.411950588,43.62,32.65
36.412561894,43.598,32.648
37.413172722,43.578,32.644
38.411300659,43.56,32.64
39.411911011,43.544,32.638
40.412520886,43.548,32.638
41.413131237,43.53,32.636
42.411257744,43.54,32.636
43.411867142,43.528,32.634
44.412476540,43.514,32.63
45.413085461,43.514,32.628
46.411211014,43.494,32.628
47.411818981,43.48,32.626
48.412427425,43.492,32.624
49.413034439,43.452,32.622
50.411159515,43.422,32.62
51.411766529,43.474,32.618
52.412373066,43.462,32.616
53.412980080,43.38,32.614
54.411103249,43.404,32.612
55.411709786,43.378,32.612
56.412315369,43.384,32.61
57.412920475,43.394,32.608
58.411042690,43.41,32.606
59.411647797,43.368,32.604
60.412252426,43.356,32.602
61.412856579,43.288,32.6
63.411582470,43.338,32.596
64.412186146,43.302,32.594
65.412788868,43.312,32.592
66.410909653,43.278,32.592
67.411512375,43.244,32.586
68.412115097,43.296,32.58
69.412716866,43.222,32.58
70.410835743,43.248,32.578
71.411437035,43.254,32.576
72.412038803,43.25,32.576
73.412639141,43.21,32.574
74.410757065,43.156,32.572
75.411357403,43.226,32.57
76.411956787,43.134,32.566
77.412556172,43.166,32.566
78.410672665,43.146,32.564
79.411271095,43.174,32.562
80.411869526,43.174,32.56
81.412467957,43.16,32.556
82.410582066,43.096,32.554
83.411180019,43.086,32.552
84.411777020,43.076,32.548
85.412373543,43.102,32.544
86.412970066,43.082,32.542
87.411083698,43.034,32.54
88.411679268,43.052,32.54
89.412275314,43.08,32.538
90.412870407,42.994,32.536
91.410982609,42.97,32.534
92.411577225,42.964,32.53
93.412171364,42.978,32.528
94.412765026,42.952,32.526
95.410875797,42.952,32.522
96.411468506,42.95,32.52
97.412061215,42.904,32.516
98.412653446,42.904,32.512
99.410761833,42.896,32.508
100.411353111,42.834,32.506
101.411943436,42.838,32.502
102.412533283,42.824,32.498
103.410639763,42.816,32.494
104.411228657,42.796,32.49
105.411817074,42.794,32.488
106.412405014,42.788,32.484
107.410510063,42.728,32.48
108.411097050,42.694,32.478
109.411683560,42.71,32.474
110.412270069,42.736,32.472
111.412855625,42.696,32.47
112.410958767,42.68,32.468
113.411543846,42.658,32.464
114.412128925,42.598,32.462
115.412713051,42.606,32.46
116.410814285,42.574,32.452
117.411397934,42.6,32.45
118.411982060,42.602,32.448
119.412564755,42.574,32.448
120.410665512,42.546,32.446
121.411247730,42.586,32.446
122.411830902,42.508,32.444
123.412412644,42.566,32.442
124.410511494,42.576,32.44
125.411093235,42.508,32.438
126.411674976,42.512,32.436
127.412256241,42.516,32.434
128.412837505,42.514,32.432
129.410934925,42.486,32.432
130.411515713,42.47,32.43
131.412096024,42.464,32.428
132.412675858,42.494,32.426
133.410772801,42.49,32.426
134.411352635,42.49,32.424
135.411932469,42.436,32.424
136.412511349,42.462,32.422
137.410607815,42.46,32.42
138.411186218,42.432,32.418
139.411765099,42.444,32.418
140.412343502,42.458,32.414
141.410438538,42.414,32.414
142.411016941,42.43,32.412
143.411594868,42.416,32.41
144.412171841,42.414,32.41
145.410266876,42.354,32.408
146.410844326,42.414,32.408
147.411421299,42.378,32.406
148.411998272,42.386,32.406
149.412574768,42.364,32.404
150.410668373,42.324,32.404
151.411244869,42.362,32.402
152.411820889,42.34,32.4
153.412396908,42.354,32.398
154.410489559,42.35,32.396
155.411065102,42.27,32.394
156.411640167,42.28,32.392
157.412215233,42.26,32.392
158.410307884,42.342,32.39
159.410882473,42.298,32.39
160.411456585,42.334,32.39
161.412031651,42.266,32.39
162.412606239,42.342,32.388
163.410697460,42.3,32.386
164.411271572,42.35,32.384
165.411845207,42.236,32.384
166.412419319,42.304,32.382
167.410510063,42.254,32.382
168.411083222,42.246,32.382
169.411656857,42.242,32.38
170.412230015,42.226,32.38
171.410319805,42.25,32.378
172.410892964,42.25,32.376
173.411465645,42.238,32.376
174.412037850,42.266,32.374
175.410127640,42.172,32.374
176.410699844,42.172,32.372
177.411271572,42.19,32.372
178.411843300,42.2,32.37
179.412415981,42.178,32.37
180.410504818,42.16,32.37
181.411076546,42.18,32.37
182.411649227,42.202,32.37
183.412220955,42.19,32.37
184.410310745,42.188,32.37
185.410882473,42.224,32.37
186.411454678,42.24,32.37
187.412027359,42.194,32.37
188.410117149,42.218,32.37
189.410689354,42.266,32.37
190.411262035,42.2,32.372
191.411834240,42.234,32.372
192.412407398,42.28,32.372
193.410497189,42.204,32.372
194.411070347,42.214,32.374
195.411643028,42.276,32.374
196.412216187,42.27,32.374
197.410306931,42.218,32.374
198.410879612,42.278,32.376
199.411453724,42.242,32.376
200.412027359,42.296,32.376
201.410117626,42.246,32.378
202.410691261,42.236,32.378
203.411265373,42.24,32.378
204.411839485,42.242,32.38
205.409930706,42.274,32.38
206.410504341,42.298,32.38
207.411078930,42.298,32.38
208.411653519,42.318,32.382
209.412227631,42.318,32.382
210.410319328,42.31,32.384
211.410893917,42.308,32.384
212.411468506,42.336,32.384
213.412043572,42.286,32.384
214.410135269,42.304,32.386
215.410710335,42.312,32.386
216.411284447,42.278,32.386
217.411859512,42.332,32.386
