Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.615777493,43.6,32.48
1.615559101,43.544,32.482
2.615341664,43.54,32.484
3.615123749,43.63,32.486
4.614906788,43.568,32.488
5.614689827,43.562,32.49
6.614531994,43.584,32.492
7.614315987,43.622,32.494
8.614099980,43.602,32.496
9.613884449,43.64,32.496
10.613853455,43.662,32.498
11.613637924,43.682,32.5
12.615897656,43.652,32.502
13.615683079,43.694,32.504
14.615468025,43.704,32.506
15.615253925,43.656,32.506
16.615039349,43.682,32.508
17.614824295,43.658,32.51
18.614618302,43.682,32.51
19.614459038,43.69,32.512
20.614244938,43.666,32.512
21.614030361,43.706,32.512
22.613816738,43.73,32.514
23.613602638,43.728,32.514
24.615863323,43.706,32.514
