Time (s),Power (dBm),Percentage (%)
0.160268784,-53,94
0.659935951,-53,94
1.160201073,-53,94
1.660113812,-53,94
2.160075188,-53,94
2.660051823,-53,94
3.160180569,-53,94
3.659911156,-53,94
4.160140991,-53,94
4.659910679,-53,94
5.160131931,-53,94
5.659975529,-53,94
6.160080910,-53,94
6.660069466,-53,94
7.160101891,-53,94
7.659898281,-57,86
8.160243988,-57,86
8.659915924,-59,82
9.160036087,-55,90
9.660069466,-57,86
10.160151959,-61,78
10.659906864,-57,86
11.160171509,-62,76
12.160141468,-63,74
12.660015583,-55,90
13.160094738,-51,98
13.660057545,-53,94
14.160154343,-60,80
14.659839153,-60,80
15.160189152,-64,72
15.659969330,-59,82
16.160008431,-58,84
16.660028935,-65,70
17.160135746,-51,98
17.659878254,-67,66
18.160165787,-57,86
18.659832955,-57,86
19.159967899,-59,82
19.659975052,-62,76
20.160005569,-65,70
20.659780026,-59,82
21.159962654,-60,80
21.659823895,-51,98
22.160141945,-53,94
22.659955979,-51,98
23.159952164,-59,82
23.659988403,-51,98
24.160164833,-55,90
24.659852982,-55,90
25.160124302,-51,98
25.659787178,-57,86
26.160114288,-55,90
26.659935475,-55,90
27.159935951,-51,98
27.659966469,-51,98
28.160029411,-53,94
28.659818649,-53,94
29.160068035,-51,98
29.659750939,-51,98
30.159922123,-51,98
30.659914017,-57,86
31.159917831,-55,90
31.659906387,-53,94
32.160049915,-57,86
32.659737587,-55,90
33.160060406,-55,90
33.659745217,-55,90
34.159903050,-53,94
34.659888745,-59,82
35.160017490,-55,90
35.659772396,-49,100
36.160060883,-49,100
36.659768582,-63,74
37.159974575,-53,94
37.659872532,-47,100
38.159873962,-73,54
38.659878731,-47,100
39.160008907,-55,90
39.659770012,-63,74
40.160049439,-63,74
40.659798622,-60,80
41.159898281,-64,72
41.659884453,-57,86
42.159997940,-55,90
42.659709454,-59,82
43.160021305,-62,76
43.659701348,-67,66
44.160028458,-61,78
44.659832001,-67,66
45.159853458,-60,80
45.659794331,-63,74
46.159817696,-55,90
46.659648419,-61,78
47.159956455,-62,76
48.159846783,-75,50
48.659755707,-73,54
49.159976006,-76,48
49.659678459,-75,50
50.159881592,-75,50
50.659628868,-69,62
51.159974098,-69,62
51.659659863,-69,62
52.159871578,-53,94
52.659821510,-55,90
53.159889221,-64,72
53.659666538,-59,82
54.159924030,-62,76
54.659615994,-69,62
55.159785748,-53,94
55.659768105,-58,84
56.159782410,-69,62
56.659732342,-60,80
57.159906864,-60,80
57.659650803,-53,94
58.159921169,-47,100
58.659583092,-49,100
59.159801960,-49,100
