Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.158232689,44.818,32.75
1.157527447,44.768,32.748
2.156821728,44.762,32.746
3.158620834,44.794,32.744
4.157915115,44.762,32.742
5.157208443,44.736,32.74
6.156502247,44.712,32.738
7.158299923,44.726,32.736
8.157592773,44.736,32.734
9.156885624,44.73,32.734
10.158683300,44.716,32.734
11.157976151,44.716,32.732
12.157268524,44.696,32.73
13.156560421,44.686,32.73
14.158357620,44.714,32.728
15.157649517,44.712,32.73
16.156941891,44.656,32.728
17.156234264,44.68,32.728
18.158030510,44.674,32.726
19.157322884,44.706,32.726
20.156614304,44.706,32.726
21.158411026,44.7,32.726
22.157702923,44.64,32.724
23.156995297,44.684,32.726
24.156286716,44.654,32.726
25.158082962,44.666,32.726
26.157375336,44.724,32.728
27.156667233,44.728,32.726
28.158463478,44.676,32.728
29.157755852,44.704,32.728
30.157048225,44.68,32.728
31.156340599,44.724,32.728
32.158136845,44.7,32.728
33.157428741,44.698,32.728
34.156720638,44.642,32.728
35.158517361,44.666,32.728
36.157808781,44.662,32.73
37.157101154,44.702,32.73
38.156393051,44.71,32.728
39.158189297,44.7,32.728
40.157480717,44.67,32.728
41.156772137,44.738,32.728
42.158568382,44.674,32.726
43.157860279,44.732,32.726
44.157151699,44.68,32.726
45.156442642,44.692,32.726
46.158238888,44.664,32.724
47.157530308,44.656,32.724
48.156822205,44.662,32.726
49.156113625,44.66,32.726
50.157908917,44.694,32.728
51.157200813,44.68,32.728
52.156493187,44.65,32.728
53.158289433,44.712,32.728
54.157580853,44.684,32.73
55.156873226,44.678,32.73
56.156165123,44.706,32.73
57.157962322,44.706,32.732
58.157254696,44.772,32.732
59.156546593,44.716,32.732
60.158343792,44.744,32.732
61.157636642,44.702,32.734
62.156929016,44.774,32.734
63.156221867,44.692,32.734
64.158018589,44.672,32.736
65.157310963,44.744,32.736
66.156603813,44.658,32.736
67.158400536,44.726,32.734
68.157692909,44.702,32.736
69.156985760,44.712,32.734
70.156278133,44.704,32.734
71.158074856,44.73,32.734
72.157367229,44.698,32.734
73.156659603,44.686,32.732
74.155951977,44.73,32.732
75.157748222,44.706,32.732
76.157040119,44.714,32.73
77.156332493,44.706,32.73
79.157421112,44.682,32.732
80.156713963,44.694,32.732
81.156006336,44.68,32.732
82.157803059,44.706,32.732
83.157095432,44.732,32.732
84.156388283,44.698,32.734
85.158185005,44.734,32.734
86.157477379,44.71,32.734
87.156770229,44.732,32.734
88.156062603,44.736,32.734
89.157860279,44.7,32.736
90.157153130,44.712,32.736
91.156445980,44.738,32.736
92.158243656,44.676,32.736
93.157536507,44.756,32.736
94.156829357,44.714,32.736
95.156121731,44.738,32.736
96.157919407,44.77,32.736
97.157211781,44.692,32.736
98.156504631,44.688,32.736
99.155796528,44.726,32.736
100.157593727,44.714,32.736
101.156886101,44.73,32.736
102.156177998,44.672,32.736
103.157975197,44.744,32.734
104.157266617,44.73,32.734
105.156558991,44.732,32.734
106.155850410,44.734,32.732
107.157646656,44.672,32.732
108.156938076,44.666,32.73
109.156229973,44.698,32.73
110.158025265,44.716,32.728
111.157317162,44.686,32.728
112.156608582,44.714,32.728
113.155899525,44.644,32.724
114.157695293,44.646,32.722
115.156986237,44.67,32.72
116.156276226,44.628,32.718
117.158071041,44.614,32.718
118.157361984,44.638,32.72
119.156652451,44.638,32.72
120.155943394,44.658,32.72
121.157738209,44.63,32.72
122.157029152,44.622,32.72
123.156320095,44.662,32.722
124.155611038,44.668,32.722
125.157405853,44.676,32.724
126.156697273,44.668,32.724
127.155988216,44.686,32.724
128.157783985,44.69,32.726
129.157075405,44.654,32.726
130.156367302,44.65,32.726
131.155658245,44.646,32.726
132.157454491,44.666,32.728
133.156745911,44.686,32.728
134.156037331,44.644,32.728
135.157833099,44.702,32.728
136.157124519,44.672,32.728
137.156415463,44.692,32.728
138.155707359,44.63,32.728
139.157502651,44.62,32.726
140.156793594,44.706,32.726
141.156084538,44.66,32.724
142.157879353,44.644,32.724
143.157170296,44.68,32.722
144.156460762,44.606,32.724
145.155751705,44.726,32.722
146.157546520,44.608,32.72
147.156837463,44.648,32.72
148.156127453,44.634,32.72
149.157923222,44.616,32.722
150.157214165,44.626,32.722
151.156505108,44.68,32.722
152.155795097,44.65,32.722
153.157590866,44.644,32.722
154.156881809,44.654,32.722
155.156172752,44.662,32.724
156.157968521,44.606,32.724
157.157258987,44.714,32.724
158.156550884,44.67,32.724
159.155841827,44.666,32.726
160.157637119,44.692,32.726
161.156929016,44.688,32.728
162.156220436,44.66,32.73
163.155512810,44.674,32.73
