Time (s),Power (dBm),Percentage (%)
0.146313190,-71,58
0.646709442,-73,54
1.146440029,-73,54
1.646465301,-74,52
2.146236420,-71,58
2.646575928,-71,58
3.146254540,-71,58
3.646595955,-69,62
4.146397591,-69,62
4.646401882,-62,76
5.146482945,-57,86
5.646551609,-71,58
6.146214008,-63,74
6.646695614,-60,80
7.146370411,-62,76
7.646409511,-62,76
8.146505356,-62,76
8.646431446,-62,76
9.146232128,-61,78
9.646589279,-60,80
10.146208286,-62,76
10.646362305,-57,86
11.146392822,-59,82
11.646284580,-59,82
12.146199703,-59,82
12.646521091,-59,82
13.146341324,-61,78
13.646317482,-63,74
14.146325588,-62,76
14.646544456,-62,76
15.146163464,-60,80
15.646552086,-61,78
16.146361351,-63,74
16.646295071,-65,70
17.146357536,-65,70
17.646535396,-60,80
18.146162510,-62,76
18.646557331,-62,76
19.146351814,-63,74
19.646339893,-64,72
20.146323681,-69,62
20.646502018,-65,70
21.146121025,-65,70
21.646412373,-65,70
22.146317482,-65,70
22.646263599,-67,66
23.146176338,-62,76
23.646424293,-65,70
24.146175861,-64,72
24.646406174,-61,78
25.146414757,-59,82
25.646307945,-60,80
26.146168232,-51,98
26.646514892,-53,94
27.146180630,-55,90
27.646293640,-58,84
28.146332264,-59,82
28.646415234,-53,94
29.146145821,-55,90
29.646439075,-62,76
30.146042824,-59,82
30.646194935,-60,80
31.146254063,-65,70
31.646315575,-65,70
32.145998001,-65,70
32.646360874,-57,86
33.146031380,-57,86
33.646290779,-59,82
34.146287918,-59,82
34.646392345,-59,82
35.146056652,-60,80
35.646429539,-61,78
36.146178722,-62,76
36.646156788,-60,80
37.146211624,-60,80
37.646255493,-59,82
38.145970821,-59,82
38.646353722,-61,78
39.146076202,-55,90
39.646319389,-64,72
40.146337986,-71,58
40.646384239,-65,70
41.146099567,-59,82
41.646418571,-53,94
42.146194458,-55,90
42.646190166,-53,94
43.146236420,-59,82
43.646317005,-65,70
44.146043301,-62,76
44.646347999,-62,76
45.146061897,-59,82
45.646173000,-57,86
46.146195412,-59,82
46.646141052,-60,80
47.145952702,-59,82
47.646481514,-71,58
48.146102428,-67,66
48.646219730,-59,82
49.146249294,-60,80
49.646189213,-62,76
50.145994186,-59,82
50.646409511,-59,82
51.145978451,-53,94
51.646136284,-59,82
52.146213055,-53,94
52.646064758,-55,90
53.145909786,-53,94
53.646352768,-59,82
54.146131992,-57,86
54.646049976,-51,98
55.146183491,-62,76
55.646267414,-62,76
56.145935059,-59,82
56.646365166,-59,82
57.146152973,-62,76
57.646113872,-62,76
58.146156311,-57,86
58.646298885,-57,86
59.145924568,-57,86
59.646269798,-55,90
60.146116734,-53,94
60.646036148,-65,70
61.146059036,-59,82
61.646221638,-57,86
62.145845413,-59,82
62.646172523,-57,86
63.146040440,-57,86
63.645996571,-59,82
64.145962715,-67,66
64.646148205,-64,72
65.145778656,-59,82
65.646081448,-57,86
66.145966530,-65,70
66.645967007,-73,54
67.145940781,-57,86
67.646141052,-60,80
68.145770073,-55,90
68.646054745,-67,66
69.145995140,-62,76
69.645880699,-61,78
70.145847321,-61,78
70.646226406,-62,76
71.145866394,-62,76
71.646086693,-65,70
72.146053314,-65,70
72.646000862,-62,76
73.145895481,-63,74
74.145866871,-69,62
74.646106720,-62,76
75.146081448,-64,72
75.645983219,-62,76
76.145888329,-59,82
76.646191120,-62,76
77.145781040,-59,82
77.645998955,-59,82
78.146004200,-65,70
78.645895958,-57,86
79.145774365,-57,86
79.646113396,-55,90
80.145703793,-62,76
80.645888328,-57,86
81.145927906,-57,86
81.645822048,-63,74
82.145662785,-57,86
82.646188736,-59,82
83.145869255,-61,78
83.645967007,-65,70
84.146039486,-60,80
84.646123886,-60,80
85.145742893,-61,78
85.646148205,-59,82
