Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.272612572,43.748,32.524
1.272424221,43.742,32.526
2.272235870,43.758,32.526
3.272047520,43.748,32.528
4.271859169,43.724,32.528
5.274146557,43.786,32.53
6.273958206,43.716,32.53
7.273770332,43.784,32.53
8.273582935,43.756,32.53
9.273395062,43.746,32.53
10.273207188,43.79,32.534
11.273019791,43.782,32.534
12.272832871,43.77,32.534
13.272644997,43.782,32.536
14.272458077,43.774,32.536
15.272270203,43.812,32.536
16.272083283,43.754,32.536
17.271896362,43.812,32.536
18.271708489,43.796,32.536
19.273996353,43.8,32.536
20.273809433,43.802,32.538
21.273622513,43.81,32.538
22.273435593,43.784,32.538
