Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.467946053,42.796,32.472
1.466027260,42.74,32.474
2.466590881,42.79,32.476
3.467154503,42.758,32.478
4.467850685,42.842,32.482
5.465932846,42.832,32.484
6.466520786,42.806,32.486
7.467085838,42.88,32.488
8.467651367,42.854,32.49
9.465734482,42.878,32.492
10.466300964,42.826,32.494
11.467009544,42.886,32.496
12.467576504,42.934,32.498
13.468143463,42.948,32.498
14.466228008,42.948,32.502
15.466795921,42.9,32.502
16.467364311,43.012,32.504
17.467931748,43,32.506
18.466018200,43.016,32.508
19.466738224,42.92,32.512
20.467307091,42.922,32.512
21.467876911,43.022,32.514
22.465963841,43.03,32.516
23.466533661,43.018,32.518
24.467103958,42.982,32.52
