Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.838623524,46.818,33.152
1.840478420,46.826,33.152
2.839829445,46.836,33.154
3.839179993,46.828,33.156
4.838531971,46.824,33.158
5.840387344,46.842,33.158
6.839739799,46.86,33.16
7.839091301,46.88,33.162
8.838443279,46.894,33.164
9.840300560,46.862,33.166
10.839652538,46.882,33.166
11.839005470,46.882,33.168
12.838358402,46.94,33.17
13.840216160,46.922,33.17
14.839569569,46.924,33.174
15.838923454,46.924,33.176
16.838276863,46.944,33.178
17.840135574,46.932,33.178
18.839489460,46.936,33.18
19.838843346,46.96,33.182
20.838198662,46.944,33.182
21.840057373,46.982,33.184
22.839412212,46.976,33.186
23.838767052,47.016,33.186
24.838122368,46.968,33.188
25.839982510,46.97,33.188
26.839337349,46.96,33.19
27.838693619,46.964,33.19
28.838048935,46.97,33.192
29.839910030,46.978,33.194
30.839266300,47.014,33.196
31.838622570,47.062,33.196
32.837979317,47.024,33.198
33.839840889,47.024,33.2
34.839198112,47.056,33.2
35.838554859,47.062,33.202
36.840416908,47.068,33.202
37.839774609,47.09,33.204
38.839132309,47.048,33.206
39.838490486,47.076,33.206
40.840353489,47.076,33.208
41.839711666,47.094,33.208
42.839069843,47.06,33.21
43.838428974,47.09,33.212
44.840292454,47.132,33.212
45.839651585,47.092,33.214
46.839011192,47.154,33.214
47.838369846,47.1,33.216
48.840234280,47.164,33.218
49.839594364,47.178,33.218
50.838953972,47.17,33.22
51.838314056,47.15,33.222
52.840178966,47.192,33.222
53.839540005,47.136,33.224
54.838900089,47.188,33.224
55.838261127,47.216,33.226
56.840126991,47.168,33.228
57.839488506,47.164,33.228
58.838605404,47.186,33.23
59.838338852,47.182,33.23
60.840185165,47.176,33.232
61.839526653,47.198,33.232
62.838868141,47.194,33.234
63.838210106,47.206,33.234
64.840055942,47.182,33.234
65.839398384,47.216,33.234
66.838739872,47.206,33.234
67.838306427,47.184,33.234
68.840152264,47.222,33.236
69.839494705,47.216,33.236
70.838836193,47.184,33.236
71.838178635,47.256,33.236
72.840176105,47.178,33.236
73.839518547,47.222,33.236
74.838942528,47.262,33.238
75.838285446,47.216,33.238
76.840132236,47.22,33.24
77.839474678,47.246,33.24
78.838817596,47.3,33.24
79.838172436,47.188,33.24
80.840020180,47.226,33.24
81.839363098,47.266,33.24
82.838705063,47.244,33.242
83.838048935,47.244,33.242
84.839896679,47.27,33.242
85.839352131,47.248,33.242
86.838695049,47.302,33.242
87.838038444,47.252,33.244
88.839886665,47.294,33.244
89.839230537,47.274,33.246
90.838776112,47.276,33.246
91.838119507,47.248,33.246
92.839967728,47.244,33.246
93.839311600,47.258,33.246
94.838654995,47.32,33.248
95.837999344,47.286,33.248
96.839847565,47.252,33.248
97.839190960,47.3,33.248
98.838535309,47.232,33.248
99.837878704,47.264,33.248
100.839727879,47.254,33.25
101.839243889,47.286,33.25
102.838588238,47.304,33.25
103.837932587,47.302,33.252
105.839126587,47.286,33.252
106.838471413,47.306,33.252
107.837833405,47.274,33.252
108.839683056,47.306,33.254
109.839027882,47.308,33.254
110.838373184,47.296,33.254
