Time (s),Power (dBm),Percentage (%)
0.435546398,-59,82
0.935648441,-57,86
1.435325146,-63,74
1.935682297,-65,70
2.435448647,-65,70
2.935513496,-62,76
3.435349465,-62,76
3.935605526,-55,90
4.435317516,-64,72
4.935642719,-59,82
5.435404778,-55,90
5.935498714,-55,90
6.435309410,-47,100
6.935528278,-53,94
7.435345173,-55,90
7.935452938,-53,94
8.435360432,-55,90
8.935615540,-57,86
9.435300350,-51,98
9.935483932,-65,70
10.435519695,-53,94
10.935510159,-57,86
11.435292244,-53,94
11.935655117,-49,100
12.435263634,-53,94
12.935549259,-57,86
13.435450077,-57,86
13.935439587,-61,78
14.435448170,-63,74
14.935622215,-63,74
15.435256481,-53,94
15.935544491,-49,100
16.435428143,-55,90
16.935529709,-55,90
17.435216427,-57,86
17.935597420,-60,80
18.435467243,-53,94
18.935422897,-55,90
19.435173035,-53,94
19.935644150,-55,90
20.435203076,-53,94
20.935461044,-55,90
21.435392380,-53,94
21.935354710,-49,100
22.435359955,-51,98
