Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.798900604,44.024,32.608
1.798152447,44.01,32.606
2.799907684,43.98,32.606
3.799158573,43.984,32.604
4.798409462,43.906,32.602
5.800203800,43.976,32.602
6.799636364,43.954,32.6
7.798886299,43.906,32.598
8.798140526,43.912,32.598
9.799894810,43.936,32.596
10.799145222,43.914,32.594
11.798394680,43.932,32.594
12.800148964,43.966,32.592
13.799398422,43.954,32.592
14.798837662,43.878,32.592
15.798087120,43.934,32.592
16.799840450,43.922,32.592
17.799120426,43.896,32.592
18.798368931,43.888,32.59
19.800122738,43.918,32.586
20.799370766,43.868,32.584
21.798619747,43.872,32.582
22.798078060,43.896,32.582
23.799830437,43.834,32.58
24.799077511,43.794,32.578
25.798324108,43.844,32.576
26.800076008,43.83,32.574
27.799322128,43.796,32.572
28.798568249,43.802,32.568
29.797813892,43.754,32.566
30.799564362,43.79,32.564
31.798809051,43.76,32.56
32.798053741,43.752,32.56
33.799803734,43.774,32.558
34.799048424,43.762,32.558
35.798292637,43.71,32.556
36.797536850,43.734,32.556
37.799285889,43.75,32.554
38.798529625,43.71,32.552
39.797772884,43.74,32.55
40.799521446,43.684,32.548
41.798764229,43.698,32.548
42.798007011,43.712,32.546
43.799754620,43.726,32.544
44.798996925,43.656,32.544
45.798239231,43.612,32.538
46.797481537,43.664,32.536
47.799227714,43.678,32.536
48.798469067,43.628,32.536
49.797710419,43.66,32.534
50.799455643,43.596,32.532
51.798696518,43.618,32.532
52.797937393,43.646,32.53
53.797177792,43.618,32.528
54.798922062,43.554,32.528
55.798162460,43.604,32.526
56.797401905,43.542,32.524
57.799146175,43.58,32.522
58.798385620,43.562,32.52
59.797624588,43.55,32.52
60.799368381,43.566,32.518
61.798623085,43.54,32.518
62.797882080,43.512,32.518
63.797141075,43.502,32.516
64.798903942,43.512,32.514
65.798161983,43.528,32.514
66.797420502,43.5,32.512
67.799182892,43.472,32.51
68.798440933,43.51,32.51
69.797698498,43.438,32.508
70.796955585,43.54,32.504
71.798717022,43.476,32.504
72.797974110,43.418,32.502
73.797230720,43.494,32.5
74.798991680,43.434,32.5
75.798247814,43.43,32.498
76.797503471,43.396,32.498
77.799263954,43.452,32.496
78.798519611,43.4,32.494
79.797774315,43.386,32.492
80.797029972,43.372,32.492
81.798789024,43.404,32.49
82.798043728,43.364,32.49
83.797298908,43.46,32.49
84.799057484,43.366,32.486
85.798311233,43.34,32.48
86.797564983,43.372,32.48
87.796818256,43.358,32.478
88.798575878,43.302,32.476
89.797828674,43.33,32.474
90.797080994,43.236,32.474
91.798838139,43.336,32.472
92.798089504,43.322,32.47
93.797341347,43.268,32.468
94.799096584,43.268,32.464
95.798346996,43.244,32.464
96.797597885,43.214,32.462
97.796847343,43.208,32.458
98.798601627,43.222,32.456
99.797851562,43.202,32.454
100.797100067,43.168,32.452
101.798853397,43.174,32.45
102.798101425,43.17,32.448
103.797349930,43.162,32.446
104.799101829,43.124,32.444
105.798349380,43.162,32.442
106.797596455,43.144,32.44
107.796844006,43.138,32.438
108.798594952,43.092,32.436
109.797842026,43.076,32.434
110.797088623,43.106,32.432
111.798839092,43.118,32.432
112.798085213,43.1,32.43
113.797331333,43.072,32.428
114.799081802,43.132,32.428
115.798327446,43.064,32.426
116.797573090,43.09,32.424
117.796817779,43.08,32.424
