Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.825568199,43.722,32.57
1.826526642,43.694,32.57
2.824964046,43.736,32.57
3.825922489,43.668,32.568
4.824359417,43.712,32.568
5.825317860,43.69,32.568
6.826275825,43.672,32.568
7.824712276,43.688,32.566
8.825670242,43.652,32.564
9.824106216,43.656,32.562
10.825063229,43.622,32.558
11.826020718,43.612,32.556
12.824455738,43.61,32.554
13.825412273,43.638,32.554
14.826368809,43.618,32.552
15.824803829,43.608,32.552
16.825760364,43.65,32.552
17.824194908,43.612,32.55
18.825150013,43.576,32.548
19.826105118,43.59,32.546
20.824539185,43.592,32.546
21.825494289,43.562,32.544
22.826448917,43.546,32.542
23.824881554,43.552,32.54
24.825836182,43.538,32.54
25.824268818,43.516,32.538
26.825222492,43.488,32.536
27.826176166,43.508,32.534
28.824607849,43.454,32.532
29.825560570,43.486,32.53
31.824943542,43.48,32.528
32.825895309,43.446,32.526
33.824326038,43.442,32.524
34.825277328,43.46,32.522
35.826228619,43.424,32.52
36.824657917,43.356,32.518
37.825607777,43.4,32.512
38.824036598,43.438,32.51
39.824986458,43.404,32.508
40.825935364,43.36,32.506
41.824363232,43.368,32.504
42.825312138,43.344,32.502
43.826260567,43.382,32.502
44.824687958,43.342,32.498
45.825635910,43.294,32.494
46.824061871,43.314,32.492
47.825008869,43.29,32.49
48.825956345,43.318,32.49
49.824381351,43.284,32.488
50.825327873,43.274,32.486
51.823752403,43.3,32.484
52.824698448,43.216,32.482
53.825644493,43.288,32.48
54.824068546,43.178,32.478
55.825013638,43.224,32.476
56.825958252,43.202,32.476
57.824381351,43.23,32.474
58.825325966,43.19,32.472
59.823748589,43.198,32.47
60.824692726,43.192,32.468
61.825636387,43.176,32.466
62.824058533,43.158,32.466
63.825001717,43.172,32.464
64.825944900,43.11,32.462
65.824366093,43.144,32.462
66.825308800,43.134,32.46
67.823729992,43.152,32.458
68.824672699,43.128,32.456
69.825614452,43.108,32.456
70.824035168,43.134,32.454
71.824976921,43.108,32.452
72.825918198,43.144,32.452
73.824338913,43.128,32.45
74.825280189,43.082,32.45
75.823699951,43.05,32.45
76.824640751,43.106,32.448
77.825581551,43.044,32.448
78.824000835,43.072,32.446
79.824941158,43.054,32.444
80.825881481,43.054,32.444
81.824300289,43.038,32.442
82.825239181,43.034,32.44
83.823657513,42.99,32.432
84.824596405,43.018,32.43
85.825535297,43.022,32.428
86.823952198,42.998,32.428
87.824890137,42.99,32.428
88.825828075,42.982,32.426
89.824244976,42.964,32.424
90.825181961,42.964,32.424
91.823597908,42.92,32.422
92.824535370,42.946,32.418
93.825470924,42.944,32.416
94.823886394,42.946,32.414
95.824822426,42.928,32.412
96.825757503,42.892,32.408
97.824171543,42.87,32.408
98.825106621,42.874,32.406
99.823520184,42.852,32.404
100.824453831,42.886,32.402
101.825387955,42.796,32.4
102.823800564,42.86,32.398
103.824734211,42.804,32.396
104.825667381,42.788,32.396
105.824079514,42.768,32.394
106.825012207,42.838,32.392
107.823423862,42.8,32.39
108.824356079,42.778,32.39
109.825288296,42.77,32.386
110.823698997,42.754,32.384
111.824630737,42.726,32.382
112.825562000,42.728,32.38
113.823972225,42.72,32.378
114.824903488,42.712,32.378
115.823312759,42.742,32.378
116.824244022,42.688,32.376
117.825174332,42.734,32.376
118.823583603,42.728,32.374
119.824513435,42.684,32.374
120.825444221,42.672,32.372
121.823853016,42.716,32.372
122.824782848,42.66,32.37
123.823191166,42.696,32.37
124.824120998,42.708,32.37
125.825050354,42.674,32.37
126.823459148,42.702,32.368
127.824388504,42.682,32.368
128.825318336,42.668,32.368
129.823726177,42.698,32.366
130.824655533,42.676,32.366
131.825584412,42.668,32.364
132.823991775,42.684,32.364
133.824921131,42.63,32.364
134.823328495,42.61,32.364
135.824257374,42.602,32.364
136.825186253,42.654,32.364
137.823593616,42.654,32.362
139.825450420,42.626,32.362
140.823857784,42.668,32.362
141.824786663,42.688,32.362
142.823194504,42.672,32.362
143.824122906,42.636,32.362
144.825051308,42.64,32.362
145.823458672,42.626,32.362
146.824388027,42.652,32.362
147.825316429,42.678,32.362
148.823724747,42.662,32.364
149.824653625,42.684,32.364
150.823061466,42.73,32.366
151.823990822,42.64,32.366
152.824920654,42.658,32.366
153.823328972,42.69,32.368
154.824258804,42.726,32.368
155.825188637,42.688,32.37
156.823597431,42.706,32.37
157.824527740,42.716,32.37
158.822937012,42.706,32.372
159.823867798,42.742,32.372
160.824798107,42.734,32.374
161.823208332,42.742,32.376
162.824139118,42.734,32.376
163.825070381,42.782,32.376
164.823480606,42.772,32.378
165.824412346,42.77,32.38
166.825344562,42.794,32.38
167.823754787,42.824,32.382
168.824687481,42.832,32.382
169.823098659,42.832,32.384
170.824031353,42.758,32.386
171.824964046,42.804,32.388
172.823375702,42.754,32.388
173.824308395,42.776,32.39
174.825241566,42.818,32.39
175.823653698,42.85,32.392
176.824587345,42.796,32.394
177.822999477,42.828,32.394
178.823933125,42.862,32.394
179.824867248,42.822,32.396
180.823279381,42.826,32.396
181.824213028,42.856,32.396
182.825147152,42.84,32.396
183.823559761,42.858,32.398
184.824494362,42.836,32.398
185.822906971,42.876,32.398
186.823840618,42.878,32.398
187.824775219,42.872,32.398
188.823187828,42.904,32.398
189.824121952,42.834,32.398
190.825056553,42.858,32.398
191.823469162,42.864,32.398
192.824403286,42.848,32.398
