Time (s),Power (dBm),Percentage (%)
0.069130421,-57,86
0.568842888,-57,86
1.069192410,-57,86
1.568976402,-57,86
2.069015503,-59,82
2.568839550,-59,82
3.069115639,-57,86
3.568799496,-57,86
4.069130898,-59,82
4.568962574,-57,86
5.068992615,-58,84
5.568952084,-55,90
6.069100857,-51,98
6.568826676,-51,98
7.069050312,-71,58
7.568984509,-75,50
8.068947315,-60,80
8.568821907,-53,94
9.069134235,-55,90
9.568807602,-53,94
10.069079876,-53,94
10.568932057,-51,98
11.068969250,-59,82
11.568963528,-65,70
12.069098949,-59,82
12.568767071,-53,94
13.069066048,-53,94
13.568939686,-53,94
14.068924427,-51,98
14.568949223,-55,90
15.069101334,-51,98
15.568805218,-60,80
16.069051266,-60,80
16.568811894,-59,82
17.068906784,-45,100
17.568898678,-44,100
18.068901539,-43,100
18.568772316,-45,100
19.069071293,-47,100
19.568744183,-53,94
20.069090843,-51,98
20.568919182,-49,100
21.068943977,-49,100
21.568866730,-49,100
22.069057465,-45,100
22.568737984,-43,100
23.069042683,-45,100
23.568869114,-53,94
24.068917274,-51,98
24.568835259,-49,100
25.069041729,-60,80
25.568707943,-51,98
26.068942070,-49,100
26.568890095,-49,100
27.068872929,-51,98
27.568686009,-57,86
28.069048405,-51,98
28.568753719,-57,86
29.068987370,-53,94
29.568844795,-58,84
30.068863869,-59,82
30.568834782,-58,84
31.069006920,-60,80
31.568695068,-59,82
32.068971634,-59,82
32.568846226,-59,82
33.068849564,-57,86
33.568854332,-59,82
34.068943501,-59,82
34.568699360,-59,82
35.068993092,-57,86
35.568708420,-57,86
36.069029331,-57,86
36.568840981,-57,86
37.068803310,-57,86
37.568650246,-57,86
38.068978310,-57,86
38.568660736,-57,86
39.068952084,-57,86
39.568826199,-57,86
40.068787098,-57,86
40.568816185,-57,86
41.068963528,-57,86
41.568624497,-57,86
42.068957329,-57,86
42.568810940,-57,86
43.068845272,-57,86
43.568778038,-57,86
44.068913460,-57,86
44.568604469,-59,82
45.068853378,-59,82
45.568796635,-59,82
46.068810940,-59,82
46.568639755,-59,82
47.068945885,-59,82
47.568616390,-65,70
48.068715096,-64,72
48.568746090,-67,66
49.068800926,-62,76
49.568614483,-65,70
50.068908215,-59,82
50.568575382,-53,94
51.068741798,-55,90
51.568743229,-62,76
52.068745613,-65,70
52.568574906,-58,84
53.068907261,-65,70
53.568639279,-63,74
54.068706512,-62,76
54.568677426,-53,94
55.068738937,-57,86
55.568539143,-53,94
56.068775654,-53,94
56.568538666,-53,94
57.068670273,-53,94
57.568542957,-53,94
58.068890572,-64,72
58.568732262,-51,98
59.068737030,-59,82
59.568751812,-51,98
60.068870068,-47,100
60.568539143,-51,98
61.068855286,-57,86
61.568717480,-55,90
62.068710804,-57,86
62.568666458,-64,72
63.068855286,-63,74
63.568579674,-59,82
64.068799973,-62,76
64.568702698,-59,82
65.068686485,-53,94
65.568640709,-53,94
66.068840027,-53,94
66.568490029,-57,86
67.068757534,-59,82
67.568688870,-49,100
68.068658352,-57,86
68.568498612,-60,80
69.068841457,-57,86
69.568557263,-57,86
70.068787575,-55,90
70.568637371,-55,90
71.068690777,-55,90
71.568634510,-55,90
72.068800449,-55,90
72.568458080,-57,86
73.068772793,-57,86
73.568634987,-57,86
74.068659782,-55,90
74.568619728,-55,90
75.068800449,-55,90
75.568483830,-55,90
76.068757534,-55,90
76.568589211,-53,94
77.068652153,-53,94
77.568604946,-55,90
78.068691731,-53,94
78.568461418,-55,90
79.068737984,-55,90
79.568470955,-55,90
80.068796635,-55,90
80.568574906,-55,90
81.068616867,-55,90
81.568414688,-55,90
82.068701267,-55,90
82.568428040,-57,86
83.068770885,-57,86
83.568574429,-51,98
84.068623066,-51,98
84.568420410,-51,98
85.068665981,-62,76
85.568396092,-60,80
86.068693638,-55,90
86.568502426,-55,90
87.068576813,-57,86
87.568542957,-51,98
88.068629742,-62,76
88.568438053,-57,86
89.068683624,-63,74
89.568502426,-49,100
90.068548679,-53,94
90.568479538,-53,94
91.068592548,-53,94
91.568408013,-51,98
92.068566322,-53,94
92.568466187,-59,82
93.068540096,-58,84
93.568361282,-45,100
94.068556786,-55,90
94.568416119,-60,80
95.068664074,-60,80
95.568430424,-60,80
96.068552494,-57,86
96.568509579,-57,86
97.068568707,-62,76
97.568367958,-57,86
98.068648815,-53,94
98.568392754,-53,94
99.068544388,-63,74
99.568495274,-62,76
100.068505287,-67,66
100.568326950,-49,100
101.068634510,-53,94
101.568324566,-51,98
102.068536282,-53,94
102.568480015,-51,98
