Time (s),Humidity (%)
0.960847378,13.50098
1.960692406,13.41406
2.960536957,11.9873
3.960381508,13.10449
4.960226536,13.55176
5.960071564,14.10938
6.959917545,12.74512
7.959763050,15.30078
8.959608078,12.57129
9.959454536,12.1123
10.959300041,13.00586
11.959145546,12.55957
12.958991528,12.37305
13.958837509,12.43555
14.961158752,11.86426
15.961004257,10.83398
16.960850716,10.87109
17.960696220,11.03223
18.960542202,12.34863
19.960388184,10.42383
20.960234165,11.5791
21.960079670,10.70898
22.959925175,12.08691
23.959770203,11.82617
24.959616184,11.51563
25.959461212,10.69629
26.959306240,10.48535
27.959151268,11.19336
28.958996296,10.27441
29.958840847,10.41016
30.961160183,10.44727
31.961005211,11.60254
32.960849285,12.09863
33.960692883,11.42871
34.960537434,11.21777
35.960381508,12.68164
36.960225582,12.16016
37.960069180,11.31641
38.959913254,12.17285
39.959756851,12.13574
40.959600925,11.52734
41.959444523,11.96191
42.959288120,11.66406
43.959131718,11.42773
44.958975315,11.7998
45.958818912,12.19727
46.958662510,11.68848
47.960980892,11.27832
48.960824013,11.30273
49.960667133,12.14746
50.960510254,10.84375
51.960352898,10.60742
52.960196018,11.57617
53.960038185,10.07324
54.959880829,10.54492
55.959722996,10.13574
56.959564686,11.0166
57.959406376,11.46387
59.959089279,11.04102
60.958930016,11.91016
61.958771229,11.47559
62.958611488,12.51758
63.960926533,12.66602
64.960766792,11.71094
65.960606575,12.71582
66.960445881,13.19922
67.960285664,11.61133
68.960124493,12.05762
69.959963799,11.68555
70.959802628,13.19824
71.959640980,12.29297
72.959479332,11.98242
73.959317684,12.65234
74.959156036,12.875
75.958993912,11.10059
76.958830833,12.08105
77.958668232,11.88184
78.960979938,10.91309
79.960816383,11.63281
80.960652828,11.73242
81.960489273,12.19043
82.960324764,12.81055
83.960160255,11.91797
84.959995270,12.64941
85.959830284,11.75586
86.959664822,11.09766
87.959498405,11.85449
88.959331989,12.06445
89.959164143,11.97754
90.958996773,10.46387
91.958828449,11.97656
92.958660126,10.95898
93.958490849,11.45508
