,micro_labels,macro_labels,ar_labels,frame_name
0,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0000
1,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0001
2,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0002
3,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0003
4,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0004
5,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0005
6,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0006
7,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0007
8,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0008
9,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0009
10,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0010
11,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0011
12,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0012
13,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0013
14,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0014
15,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0015
16,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0016
17,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0017
18,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0018
19,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0019
20,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0020
21,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0021
22,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0022
23,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0023
24,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0024
25,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0025
26,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0026
27,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0027
28,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0028
29,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0029
30,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0030
31,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0031
32,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0032
33,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0033
34,sit_still,adl,actor_repositioning,actor_1_walk_stick_full_ph_cam_1_0034
