Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.511765003,44.022,32.59
1.511585235,44.01,32.588
2.511405468,44.02,32.588
3.511225223,44.038,32.586
4.511044979,43.994,32.586
5.510864735,43.99,32.582
6.513158321,43.978,32.58
7.512977123,43.966,32.58
8.512796402,43.954,32.578
9.512614727,43.984,32.576
10.512433052,43.952,32.576
11.512251377,43.93,32.574
12.512069702,43.976,32.574
13.511887550,43.974,32.57
14.511704922,43.948,32.566
15.511521816,43.906,32.566
16.511339188,43.894,32.566
17.511156082,43.928,32.564
18.510972977,43.906,32.564
19.510789871,43.914,32.562
20.513081074,43.896,32.562
21.512897491,43.86,32.562
22.512713432,43.906,32.56
23.512529373,43.838,32.558
24.512344837,43.864,32.558
25.512160778,43.842,32.556
26.511976242,43.864,32.556
27.511791229,43.838,32.556
28.511606216,43.844,32.554
29.511421203,43.818,32.552
30.511236191,43.884,32.552
31.511050701,43.87,32.552
32.510865211,43.818,32.55
33.513154030,43.81,32.55
34.512968540,43.814,32.548
35.512782097,43.772,32.548
36.512596130,43.748,32.546
37.512410164,43.756,32.546
38.512222767,43.75,32.544
39.512036800,43.776,32.544
40.511849880,43.83,32.542
41.511662483,43.798,32.542
42.511475563,43.754,32.542
43.511288643,43.724,32.538
44.511100769,43.732,32.538
45.510913372,43.78,32.536
46.510725498,43.762,32.534
47.513012409,43.778,32.534
48.512824535,43.738,32.532
49.512636185,43.74,32.532
50.512447834,43.742,32.532
51.512258530,43.716,32.53
52.512070179,43.7,32.53
53.511881351,43.688,32.528
54.511691570,43.648,32.524
55.511501789,43.688,32.522
56.511312485,43.68,32.52
57.511122703,43.704,32.518
58.510932445,43.682,32.518
59.510742187,43.618,32.516
60.513026237,43.598,32.514
61.512835503,43.648,32.514
62.512644291,43.622,32.512
63.512453079,43.59,32.512
64.512262344,43.594,32.51
65.512071133,43.66,32.51
66.511879444,43.598,32.51
67.511687755,43.598,32.508
68.511496544,43.58,32.506
69.511303902,43.574,32.502
70.511110783,43.594,32.498
71.510918140,43.546,32.496
72.510725021,43.54,32.494
73.513005733,43.542,32.492
74.512812137,43.59,32.492
75.512618542,43.54,32.49
76.512424469,43.56,32.49
77.512229919,43.552,32.49
78.512035847,43.502,32.488
79.511840820,43.498,32.486
80.511645794,43.476,32.478
81.511449814,43.428,32.476
82.511254310,43.45,32.476
83.511057854,43.452,32.47
84.510861874,43.45,32.47
85.510664463,43.45,32.47
86.512942314,43.458,32.468
87.512745380,43.428,32.466
88.512547493,43.388,32.466
89.512350082,43.404,32.464
90.512152195,43.388,32.464
91.511954784,43.404,32.464
92.511756420,43.392,32.46
93.511558056,43.346,32.46
94.511359692,43.388,32.458
95.511160850,43.366,32.458
96.510962486,43.336,32.458
97.510763168,43.39,32.458
98.510564327,43.322,32.456
99.512839794,43.28,32.454
100.512640476,43.32,32.454
101.512441158,43.37,32.454
102.512241840,43.354,32.452
103.512042045,43.318,32.452
104.511842251,43.338,32.45
105.511642456,43.322,32.448
106.511442184,43.362,32.448
107.511242866,43.276,32.448
108.511042118,43.334,32.446
109.510841846,43.326,32.446
110.510641098,43.328,32.444
112.512714863,43.286,32.444
113.512514114,43.318,32.444
114.512313843,43.272,32.444
115.512112617,43.25,32.444
116.511911392,43.308,32.444
117.511711120,43.306,32.442
118.511510372,43.298,32.444
119.511309147,43.276,32.442
120.511108398,43.288,32.442
121.510907173,43.318,32.44
122.510706425,43.262,32.438
123.510505199,43.232,32.438
124.512778759,43.274,32.438
125.512577057,43.29,32.438
126.512376308,43.256,32.438
127.512174606,43.26,32.438
128.511973858,43.236,32.438
129.511772156,43.26,32.438
130.511570454,43.308,32.438
131.511368751,43.258,32.436
132.511167049,43.258,32.436
133.510965347,43.296,32.436
134.510763645,43.27,32.436
135.510561466,43.256,32.436
136.510359764,43.254,32.436
137.512632847,43.234,32.436
138.512431145,43.236,32.436
139.512228489,43.256,32.436
140.512026310,43.242,32.436
141.511824608,43.272,32.436
142.511622429,43.198,32.434
143.511419773,43.268,32.434
144.511217117,43.238,32.428
145.511013985,43.204,32.428
146.510810852,43.192,32.428
147.510607719,43.226,32.426
148.510404110,43.198,32.424
149.512675762,43.188,32.424
150.512472153,43.188,32.424
151.512268543,43.214,32.424
