Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.367448330,43.958,32.566
1.367246151,43.91,32.566
2.367043972,43.93,32.568
3.366841793,44.02,32.568
4.366639137,43.972,32.57
6.366235256,44.008,32.57
7.366101742,43.976,32.572
8.365900040,43.952,32.572
9.365698338,43.976,32.572
10.365495682,43.968,32.572
11.365294933,43.968,32.572
12.367568016,43.99,32.574
13.367366314,44.03,32.574
14.367164612,44.012,32.568
15.367103100,43.938,32.56
16.366900444,43.986,32.558
17.366698265,43.938,32.552
18.366635323,43.912,32.544
19.366431713,43.946,32.54
20.366228104,43.892,32.542
21.366145134,43.89,32.544
22.365941048,43.942,32.548
23.365776062,43.898,32.55
24.365572453,43.936,32.552
25.365368843,43.938,32.552
26.367640019,43.866,32.552
27.367435455,43.878,32.554
28.367231846,43.89,32.554
29.367028236,43.91,32.554
30.366824627,43.924,32.556
31.366621018,43.892,32.556
32.366417408,43.924,32.556
33.366213799,43.932,32.556
34.366010666,43.924,32.556
35.365807057,43.906,32.554
36.365602493,43.892,32.55
37.365398407,43.922,32.544
38.365194798,43.91,32.544
39.364990234,43.872,32.546
40.367260456,43.86,32.546
41.367056370,43.894,32.548
42.366851807,43.904,32.548
43.366646767,43.892,32.548
44.366441727,43.906,32.548
45.366236687,43.854,32.54
46.366031170,43.844,32.536
47.365824699,43.836,32.538
48.365619183,43.79,32.538
49.365412712,43.79,32.538
50.365206719,43.786,32.538
51.364999771,43.816,32.538
52.364793301,43.808,32.536
53.367060661,43.8,32.536
54.366853714,43.776,32.536
55.366646767,43.746,32.536
56.366439819,43.78,32.534
57.366232395,43.788,32.534
58.366025448,43.732,32.534
59.365817547,43.714,32.532
60.365610123,43.758,32.528
61.365413666,43.728,32.522
62.365225315,43.756,32.522
63.365036965,43.762,32.522
64.364848614,43.73,32.522
65.364660263,43.754,32.522
66.366946697,43.798,32.522
67.366757393,43.682,32.52
68.366568565,43.706,32.52
69.366379738,43.682,32.514
70.366189957,43.676,32.51
71.366000176,43.714,32.51
72.365809918,43.722,32.51
73.365619660,43.634,32.51
74.365429878,43.634,32.512
75.365238667,43.662,32.51
76.365048409,43.664,32.51
77.364858151,43.666,32.51
78.364667416,43.682,32.51
79.364476681,43.654,32.51
80.366760731,43.62,32.508
81.366569519,43.63,32.508
82.366378784,43.616,32.508
83.366187573,43.646,32.504
84.365995884,43.652,32.5
85.365804195,43.632,32.5
86.365612507,43.642,32.5
87.365420818,43.672,32.5
88.365228653,43.676,32.5
89.365036965,43.606,32.5
90.364844322,43.614,32.5
91.364652157,43.546,32.494
92.364459038,43.576,32.486
93.366740227,43.574,32.484
94.366546631,43.584,32.484
95.366353035,43.544,32.484
96.366159439,43.504,32.484
97.365964890,43.536,32.484
98.365770340,43.554,32.482
99.365576267,43.536,32.482
100.365381718,43.512,32.482
101.365187645,43.536,32.482
102.364992619,43.536,32.482
103.364797592,43.56,32.48
104.364603043,43.516,32.48
105.364408016,43.52,32.48
106.366687775,43.504,32.48
107.366492272,43.496,32.476
108.366297245,43.472,32.474
109.366101742,43.538,32.472
110.365905762,43.47,32.472
111.365710259,43.452,32.472
112.365514755,43.482,32.472
113.365318775,43.48,32.472
114.365122318,43.458,32.472
115.364926815,43.462,32.47
116.364730358,43.486,32.468
117.364534378,43.446,32.468
