Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.098992348,44.116,32.604
1.100410461,44.09,32.604
2.100213051,44.13,32.604
3.100015163,44.126,32.604
4.099816799,44.11,32.604
5.099619388,44.142,32.602
6.099421024,44.102,32.602
7.099223137,44.134,32.602
8.101499557,44.064,32.6
9.101301193,44.124,32.6
10.101102829,44.102,32.598
11.100904465,44.082,32.598
12.100705623,44.094,32.598
13.100507259,44.088,32.596
14.100308418,44.064,32.596
15.100110054,44.09,32.596
16.099911213,44.066,32.596
17.099711418,44.05,32.594
18.099512577,44.034,32.594
19.099313259,44.052,32.594
20.099113464,44.06,32.592
21.098914623,44.04,32.592
22.101189613,44.032,32.59
23.100989818,44.008,32.59
24.100790500,44.044,32.59
25.100590706,44.026,32.59
26.100390911,44.028,32.59
27.100191593,44.034,32.59
28.099990845,44.022,32.588
29.099791527,44.038,32.588
30.099591732,44.016,32.588
31.099391460,44.008,32.588
32.099191665,44.032,32.588
33.098991394,44.036,32.588
