Time (s),Power (dBm),Percentage (%)
0.136654854,-53,94
0.636655331,-55,90
1.136676312,-53,94
1.636788845,-53,94
2.136504650,-53,94
2.636813164,-53,94
3.136519432,-53,94
3.636809826,-53,94
4.136658192,-53,94
4.636639595,-55,90
5.136653423,-53,94
5.636585236,-53,94
6.136452675,-53,94
6.636826515,-53,94
7.136567116,-53,94
7.636639595,-59,82
8.136672497,-53,94
8.636756420,-51,98
9.136455059,-65,70
9.636807918,-61,78
10.136480331,-62,76
10.636706829,-65,70
11.136618614,-59,82
11.636603832,-53,94
12.136549473,-55,90
12.636594295,-60,80
13.136409283,-62,76
13.636674404,-53,94
14.136543274,-62,76
14.636605263,-59,82
15.136474609,-51,98
15.636699676,-51,98
16.136457920,-59,82
16.636599541,-53,94
17.136362076,-60,80
17.636764526,-61,78
18.136424542,-51,98
18.636548042,-53,94
19.136608601,-59,82
19.636647701,-57,86
20.136394501,-62,76
20.636746883,-59,82
21.136553764,-57,86
21.636533737,-53,94
22.136555672,-62,76
22.636526108,-65,70
23.136473179,-67,66
23.636693478,-57,86
24.136382103,-65,70
24.636713028,-55,90
25.136301994,-55,90
25.636529446,-53,94
26.136567593,-53,94
26.636638164,-53,94
27.136318207,-53,94
27.636704445,-53,94
28.136538982,-53,94
28.636477947,-53,94
29.136515141,-53,94
29.636514187,-53,94
30.136278152,-55,90
30.636651039,-61,78
31.136300564,-60,80
31.636442661,-59,82
32.136317253,-57,86
32.636465073,-62,76
33.136274815,-57,86
33.636566639,-62,76
34.136280537,-59,82
34.636664390,-62,76
35.136285305,-62,76
35.636512279,-57,86
36.136510849,-69,62
36.636422634,-67,66
37.136486053,-60,80
37.636611462,-67,66
38.136278629,-63,74
38.636655807,-63,74
39.136408329,-64,72
39.636470795,-65,70
40.136489391,-55,90
40.636536598,-57,86
41.136237621,-51,98
41.636590481,-53,94
42.136235714,-53,94
42.636556148,-51,98
43.136435986,-49,100
43.636394977,-53,94
44.136435032,-53,94
44.636368751,-53,94
45.136273384,-55,90
45.636604309,-59,82
46.136363506,-60,80
46.636424541,-59,82
47.136411190,-73,54
47.636548996,-57,86
48.136297226,-57,86
48.636548519,-59,82
49.136192799,-57,86
49.636578560,-73,54
50.136394024,-69,62
50.636370182,-59,82
51.136424065,-64,72
51.636476040,-77,46
52.136166096,-60,80
52.636560917,-62,76
53.136166573,-62,76
53.636389732,-65,70
54.136406899,-65,70
54.636337280,-58,84
55.136312485,-59,82
55.636507988,-59,82
56.136159897,-59,82
56.636511803,-59,82
57.136174202,-59,82
57.636308670,-59,82
58.136289597,-59,82
58.636429787,-59,82
59.136134625,-59,82
59.636379719,-59,82
60.136134148,-59,82
60.636373997,-55,90
61.136214733,-57,86
61.636292934,-62,76
62.136337280,-61,78
62.636340141,-59,82
63.136121273,-62,76
63.636510372,-62,76
64.136260033,-59,82
64.636275768,-57,86
65.136308193,-63,74
65.636394024,-59,82
66.136097908,-59,82
66.636446476,-60,80
67.136142254,-57,86
67.636463642,-47,100
68.136291027,-61,78
68.636308193,-65,70
69.136285305,-57,86
69.636301041,-59,82
70.136110306,-53,94
70.636458397,-51,98
71.136256218,-62,76
71.636254311,-53,94
72.136303425,-51,98
72.636231899,-55,90
73.136063576,-51,98
73.636440754,-65,70
74.136048317,-65,70
74.636222362,-55,90
75.136040211,-59,82
75.636261940,-62,76
76.136018753,-61,78
77.136025429,-62,76
77.636147499,-62,76
78.136093617,-59,82
78.636272430,-51,98
79.136262894,-59,82
79.636193275,-64,72
80.136236191,-65,70
80.636363983,-62,76
81.136007786,-62,76
81.636365890,-55,90
82.136188507,-57,86
82.636188984,-61,78
83.136206627,-59,82
83.636322498,-62,76
84.136015415,-59,82
84.636342525,-57,86
85.135977745,-67,66
85.636374950,-65,70
86.136188984,-62,76
86.636135101,-62,76
87.136217594,-62,76
87.636283398,-62,76
88.135956764,-62,76
88.636353969,-62,76
89.136173725,-62,76
89.636141777,-62,76
90.136164665,-59,82
90.636150360,-55,90
91.136139870,-51,98
91.636301041,-61,78
92.135956287,-60,80
92.636313915,-51,98
93.135998726,-67,66
93.636106491,-62,76
94.136177540,-60,80
94.636257172,-60,80
95.135951519,-59,82
95.636278152,-60,80
96.135934830,-59,82
96.636228561,-67,66
97.136159420,-53,94
97.636074543,-62,76
98.136071205,-55,90
98.636044025,-57,86
99.135920048,-60,80
99.636197090,-53,94
100.136016846,-53,94
100.636067390,-47,100
101.136033058,-45,100
101.636249542,-49,100
102.135988236,-47,100
102.636159420,-51,98
103.135912895,-49,100
103.636259556,-45,100
104.135851860,-45,100
104.636061191,-47,100
105.136113644,-53,94
105.636141300,-57,86
106.135867596,-57,86
106.636216164,-53,94
107.135874748,-49,100
107.636083603,-59,82
108.136060238,-61,78
108.636011600,-62,76
109.136069775,-59,82
109.636198997,-61,78
110.135867596,-64,72
110.636238098,-57,86
111.135983944,-60,80
111.636001587,-55,90
112.136073113,-55,90
112.636145592,-53,94
113.135850906,-59,82
113.636210442,-57,86
114.135815620,-57,86
114.636019707,-57,86
115.136020660,-57,86
