Time (s),Power (dBm),Percentage (%)
0.025106430,-59,82
0.525031567,-59,82
1.025302887,-60,80
1.524956703,-60,80
2.025228024,-59,82
2.525117397,-59,82
3.025081158,-59,82
3.524988174,-60,80
4.025275707,-59,82
4.524930477,-60,80
5.025023460,-60,80
5.525078297,-63,74
6.025018215,-59,82
6.524796009,-65,70
7.025172234,-55,90
7.524839878,-53,94
8.025125027,-61,78
8.524974823,-55,90
9.024960995,-53,94
9.524940967,-65,70
10.025107861,-59,82
10.524710178,-65,70
11.025222301,-60,80
11.525082111,-55,90
12.025008678,-60,80
12.525038242,-60,80
13.025247097,-64,72
13.524832249,-59,82
14.025147915,-59,82
14.525003433,-51,98
15.024960995,-51,98
15.524963856,-53,94
16.025094032,-49,100
16.524772644,-62,76
17.025073528,-65,70
17.524846554,-57,86
18.024864674,-57,86
18.524924755,-51,98
19.024940968,-51,98
19.524690151,-57,86
20.024998665,-55,90
20.524649143,-55,90
21.024992466,-62,76
21.524871349,-51,98
22.024892807,-51,98
22.524828434,-51,98
23.025142670,-51,98
23.524803162,-51,98
24.025128365,-51,98
24.524956703,-51,98
25.024929047,-51,98
25.524954319,-51,98
26.025068760,-51,98
26.524753570,-51,98
27.025013924,-51,98
27.524881363,-51,98
28.024858952,-57,86
28.524829864,-65,70
29.025059700,-55,90
29.524662971,-51,98
30.024972916,-60,80
30.524838447,-51,98
31.024839401,-63,74
31.524758816,-69,62
32.024991035,-58,84
32.524588585,-53,94
33.024822235,-62,76
33.524968624,-59,82
34.024881840,-53,94
34.524752140,-59,82
35.025095940,-59,82
35.524705887,-60,80
36.024820805,-60,80
36.524898529,-57,86
37.024856567,-62,76
37.524678707,-65,70
38.025047779,-55,90
38.524715900,-62,76
39.024998665,-61,78
39.524849415,-60,80
40.024809837,-53,94
41.024983406,-67,66
41.524634361,-53,94
42.024924755,-69,62
42.524818420,-57,86
43.024777889,-59,82
43.524985790,-51,98
44.025087357,-55,90
44.524723530,-58,84
45.025061131,-62,76
45.524837494,-59,82
46.024897575,-55,90
46.524876594,-65,70
47.024931908,-62,76
47.524651527,-49,100
48.024993896,-51,98
48.524678707,-55,90
49.024801731,-62,76
49.524808407,-62,76
50.024770737,-62,76
50.524633407,-62,76
51.024919033,-63,74
51.524603367,-62,76
52.024877071,-61,78
52.524769783,-62,76
53.024685383,-62,76
53.524531364,-55,90
54.024931908,-57,86
54.524528503,-60,80
55.024836063,-63,74
55.524952412,-57,86
56.024891853,-62,76
56.524843216,-62,76
57.025025368,-51,98
57.524674415,-59,82
58.024982452,-65,70
58.524840832,-59,82
59.024824619,-55,90
59.524765968,-53,94
60.025028229,-53,94
60.524641037,-59,82
61.024899483,-59,82
61.524837494,-53,94
62.024796963,-62,76
62.524631977,-59,82
63.024963856,-59,82
63.524543762,-59,82
64.024741173,-59,82
64.524774551,-57,86
65.024797440,-59,82
65.524749756,-51,98
66.024910450,-57,86
66.524537563,-55,90
67.024870873,-51,98
67.524722099,-55,90
68.024664402,-55,90
68.524685860,-59,82
69.024858475,-71,58
69.524512768,-59,82
70.024833679,-67,66
70.524673939,-59,82
71.024630070,-64,72
71.524806499,-59,82
72.024875164,-64,72
72.524593353,-57,86
73.024916172,-51,98
73.524750233,-59,82
74.024806499,-49,100
74.524860859,-53,94
75.024830341,-53,94
75.524672508,-55,90
76.024970055,-55,90
76.524572372,-55,90
77.024893761,-55,90
77.524785995,-55,90
78.024745464,-55,90
78.524519920,-55,90
79.024895191,-55,90
79.524522781,-55,90
80.024850369,-57,86
80.524710655,-71,58
81.024674416,-59,82
81.524616241,-65,70
82.024821281,-49,100
82.524451733,-59,82
83.024736881,-61,78
83.524636745,-51,98
84.024618149,-60,80
84.524538517,-67,66
85.024752140,-57,86
85.524357319,-55,90
86.024630547,-51,98
86.524563789,-57,86
87.024519920,-57,86
87.524356365,-67,66
88.024687290,-53,94
88.524426937,-65,70
89.024556160,-67,66
89.524575710,-67,66
90.024590015,-67,66
90.524353027,-67,66
91.024711132,-55,90
91.524349213,-65,70
92.024455547,-53,94
92.524513721,-59,82
93.024513245,-55,90
93.524640560,-55,90
94.025034428,-55,90
94.524635315,-60,80
95.025006771,-65,70
95.524781704,-57,86
96.024837971,-59,82
96.524821281,-57,86
97.024856091,-53,94
97.524570465,-53,94
98.024931908,-55,90
98.524596691,-55,90
99.024858475,-55,90
99.524746418,-62,76
100.024670601,-51,98
100.524481773,-56,88
101.024857044,-57,86
101.524485588,-57,86
102.024751663,-57,86
102.524672031,-60,80
103.024608135,-47,100
103.524620056,-49,100
104.024781704,-51,98
104.524411201,-51,98
105.024672985,-53,94
105.524561882,-57,86
106.024530888,-59,82
106.524518967,-55,90
107.024708271,-55,90
107.524324417,-55,90
108.024604797,-55,90
108.524538994,-55,90
109.024453163,-57,86
109.524480343,-55,90
110.024780273,-57,86
110.524380684,-57,86
111.024518967,-62,76
111.524548054,-55,90
112.024538994,-57,86
112.524504185,-55,90
113.024682999,-59,82
113.524333000,-55,90
114.024603367,-51,98
114.524484634,-53,94
115.024515629,-53,94
115.524476051,-51,98
116.024690628,-57,86
116.524318218,-63,74
117.024575233,-59,82
117.524666309,-60,80
118.024681091,-64,72
119.024700165,-65,70
119.524413586,-57,86
120.024667263,-61,78
120.524434566,-64,72
121.024552822,-62,76
121.524507046,-57,86
122.024508476,-49,100
122.524370193,-57,86
