Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.300030708,43.078,32.448
1.298450470,43.052,32.446
2.299391746,43.026,32.446
3.297812462,43.082,32.446
4.298752785,43.052,32.446
5.299694061,43.07,32.446
6.298113823,43.052,32.446
7.299055099,43.044,32.444
8.299996376,43.096,32.444
9.298415661,43.022,32.444
10.299356937,43.048,32.444
11.297776222,43.09,32.442
12.298717022,42.982,32.442
13.299657345,43.026,32.442
14.298076629,43.054,32.44
15.299017429,43.074,32.44
16.299957275,43.02,32.44
17.298376560,43.028,32.44
18.299316406,43.048,32.438
19.297734737,42.99,32.438
20.298674583,43.016,32.438
21.299614906,43.006,32.436
22.298033237,43.024,32.436
23.298973083,43.006,32.436
24.299912453,42.964,32.436
25.298331261,43.02,32.436
26.299271107,42.968,32.436
27.297688961,43.03,32.436
28.298628807,42.994,32.436
29.299568653,43.01,32.436
30.297987461,43.03,32.436
31.298926353,42.972,32.434
32.299866676,43.02,32.434
33.298284530,42.976,32.434
34.299224377,42.972,32.434
35.297642231,42.93,32.432
36.298580646,42.996,32.432
37.299520016,42.994,32.43
38.297937393,42.978,32.43
39.298875809,42.93,32.428
40.299814701,42.93,32.426
41.298231602,42.944,32.426
42.299169540,42.912,32.424
43.297585487,42.954,32.422
44.298523426,42.928,32.422
45.299460888,42.906,32.42
46.297876835,42.896,32.42
47.298813343,42.93,32.418
48.299749851,42.838,32.416
49.298164844,42.87,32.414
50.299100876,42.906,32.414
51.297515392,42.88,32.41
52.298451423,42.856,32.408
53.299386501,42.866,32.406
54.297800541,42.834,32.404
55.298735142,42.778,32.402
56.299669742,42.814,32.4
57.298082828,42.86,32.4
58.299016952,42.836,32.398
59.297429561,42.81,32.396
60.298362732,42.81,32.394
61.299296856,42.776,32.392
62.297708511,42.758,32.392
63.298641205,42.776,32.39
64.299573898,42.76,32.39
65.297984600,42.706,32.386
66.298916340,42.752,32.384
67.297327041,42.716,32.382
68.298258304,42.69,32.38
69.299188614,42.678,32.378
70.297598839,42.71,32.376
71.298528671,42.712,32.374
72.299458980,42.688,32.374
73.297867775,42.648,32.372
74.298797607,42.622,32.37
75.297206402,42.634,32.368
76.298135280,42.63,32.368
77.299064159,42.64,32.364
78.297472000,42.652,32.362
79.298400402,42.644,32.36
80.299329281,42.596,32.36
81.297735691,42.624,32.358
82.298664093,42.616,32.358
83.297070980,42.588,32.356
84.297997951,42.594,32.356
85.298925876,42.576,32.354
86.297331810,42.59,32.352
87.298259258,42.624,32.35
88.299185753,42.566,32.35
89.297591686,42.532,32.348
90.298518181,42.57,32.348
91.299444675,42.554,32.346
92.297849655,42.514,32.346
93.298776150,42.534,32.344
94.297180652,42.544,32.342
95.298106670,42.564,32.342
96.299032688,42.512,32.342
97.297437191,42.53,32.342
98.298362255,42.498,32.34
99.299288273,42.484,32.338
100.297692299,42.528,32.338
101.298617363,42.54,32.338
102.297021389,42.472,32.336
103.297946453,42.534,32.336
104.298871040,42.478,32.334
105.297275066,42.512,32.334
106.298199653,42.492,32.334
107.299124241,42.456,32.334
108.297528267,42.478,32.332
109.298452854,42.518,32.332
110.299377441,42.468,32.332
111.297780514,42.486,32.332
112.298705101,42.494,32.332
113.297108173,42.454,32.332
114.298032760,42.458,32.332
115.298958301,42.456,32.332
116.297361374,42.532,32.334
117.298285961,42.516,32.332
118.299211502,42.484,32.332
119.297614574,42.502,32.332
120.298539638,42.496,32.334
121.296943188,42.456,32.334
122.297868252,42.46,32.334
123.298792839,42.494,32.334
124.297196865,42.498,32.332
125.298121452,42.502,32.332
126.299046516,42.48,32.332
127.297450065,42.506,32.332
128.298374653,42.458,32.332
129.296778202,42.546,32.334
130.297702789,42.512,32.332
131.298627376,42.398,32.33
132.297030926,42.474,32.33
133.297955513,42.472,32.33
134.298880100,42.474,32.33
135.297283172,42.474,32.33
136.298207760,42.51,32.33
137.299131870,42.456,32.33
138.297534942,42.438,32.328
139.298459053,42.424,32.328
140.296861648,42.44,32.328
141.297786236,42.472,32.328
142.298709869,42.488,32.328
143.297112465,42.48,32.328
144.298036575,42.432,32.328
145.298960209,42.456,32.328
146.297362804,42.462,32.328
147.298287391,42.474,32.328
148.296689987,42.42,32.328
149.297614097,42.478,32.328
150.298538685,42.456,32.326
151.296941280,42.442,32.326
152.297864914,42.446,32.326
153.298789501,42.44,32.326
154.297192097,42.484,32.326
155.298116684,42.496,32.328
156.299040794,42.47,32.328
157.297443867,42.474,32.326
158.298367977,42.512,32.326
159.296771049,42.45,32.326
160.297695160,42.428,32.328
161.298619747,42.446,32.326
162.297022343,42.44,32.326
163.297945976,42.414,32.328
164.298869610,42.424,32.326
165.297272205,42.436,32.322
166.298195362,42.45,32.32
167.296596527,42.42,32.32
168.297519207,42.418,32.318
169.298441887,42.398,32.316
170.296843052,42.378,32.314
171.297764778,42.376,32.314
172.298686981,42.376,32.312
173.297087192,42.374,32.312
174.298009395,42.314,32.312
175.298930645,42.37,32.31
176.297331333,42.372,32.31
177.298252582,42.356,32.308
178.296652317,42.404,32.308
179.297573089,42.354,32.308
180.298494339,42.362,32.306
181.296894073,42.306,32.306
182.297814846,42.372,32.306
183.298735142,42.36,32.306
184.297134399,42.34,32.306
185.298055172,42.318,32.304
186.296454429,42.366,32.304
187.297374725,42.354,32.304
188.298294544,42.324,32.302
189.296693802,42.34,32.302
190.297613144,42.3,32.3
191.298532963,42.28,32.3
192.296931743,42.292,32.3
193.297851085,42.278,32.298
194.298770904,42.304,32.298
195.297168732,42.27,32.296
196.298088074,42.302,32.294
197.296485424,42.294,32.292
198.297404766,42.268,32.292
199.298323154,42.276,32.292
200.296720505,42.272,32.29
