Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.539660931,43.366,32.594
1.540266037,43.428,32.596
2.538388252,43.392,32.598
3.538993836,43.406,32.6
4.539599896,43.432,32.602
5.540205956,43.426,32.604
6.538330078,43.438,32.606
7.538936138,43.478,32.606
8.539543629,43.414,32.61
9.540151119,43.442,32.61
10.540758133,43.448,32.612
11.538883209,43.478,32.614
12.539491177,43.5,32.616
13.540099621,43.526,32.618
14.540708542,43.506,32.62
15.538834572,43.508,32.622
16.539443493,43.544,32.624
17.540052414,43.532,32.626
18.540662289,43.568,32.626
19.538789272,43.506,32.628
20.539399147,43.532,32.63
21.540009022,43.542,32.63
22.540619373,43.572,32.632
23.538746834,43.566,32.634
24.539357185,43.596,32.636
25.539968491,43.616,32.636
26.540578842,43.612,32.638
27.538707256,43.614,32.638
28.539318562,43.576,32.64
29.539930344,43.552,32.64
30.540542126,43.616,32.642
31.538670540,43.672,32.644
32.539282799,43.63,32.644
33.539895058,43.604,32.646
34.540507794,43.686,32.648
35.538637161,43.694,32.65
36.539250374,43.682,32.652
37.539863587,43.69,32.652
38.540476799,43.632,32.654
39.538607597,43.7,32.656
40.539221287,43.7,32.658
41.539835930,43.684,32.66
42.540450096,43.67,32.662
43.538581371,43.724,32.664
44.539196491,43.726,32.664
45.539811611,43.714,32.666
46.540426731,43.744,32.668
47.538558960,43.75,32.67
48.539174080,43.736,32.672
49.539789677,43.756,32.672
50.540406227,43.776,32.674
51.538539410,43.768,32.676
52.539155960,43.744,32.676
53.539772987,43.778,32.678
54.540389061,43.788,32.68
55.538523674,43.77,32.68
56.539140701,43.824,32.682
57.539757729,43.816,32.684
58.540374756,43.832,32.684
59.538509846,43.846,32.686
60.539127827,43.844,32.688
61.539746285,43.828,32.688
62.540363789,43.776,32.69
63.538499832,43.834,32.692
64.539118767,43.86,32.694
65.539737225,43.9,32.694
66.540356159,43.902,32.696
67.538492680,43.904,32.698
68.539112568,43.866,32.7
69.539731979,43.864,32.7
70.540352345,43.936,32.702
71.538489819,43.95,32.704
72.539110661,43.974,32.706
73.539731026,43.892,32.708
74.540352345,43.916,32.71
75.538490772,43.934,32.712
76.539111614,43.94,32.714
77.539733410,43.956,32.714
78.540355206,43.968,32.716
79.538494110,43.964,32.716
80.539116860,43.982,32.718
81.539739132,43.976,32.72
82.540362358,43.998,32.722
83.538502216,43.996,32.722
84.539125919,44.042,32.724
85.539748669,43.98,32.726
86.540372372,43.98,32.728
87.538513184,43.998,32.728
88.539137364,44.03,32.73
89.539761067,44.05,32.73
90.540385723,44.03,32.732
91.538527489,44.03,32.734
92.539151669,44.024,32.736
93.539776802,44.128,32.738
94.537919045,44.076,32.738
95.538545132,44.094,32.74
96.539170742,44.068,32.742
97.539796353,44.104,32.744
98.537940025,44.116,32.746
99.538566589,44.126,32.746
100.539193630,44.148,32.748
101.539820671,44.136,32.75
102.537964344,44.134,32.75
103.538592339,44.162,32.752
104.539219856,44.158,32.754
105.539847851,44.144,32.756
106.537992478,44.15,32.758
107.538620472,44.182,32.76
108.539248943,44.212,32.76
109.539877415,44.166,32.76
110.538023949,44.242,32.762
111.538652420,44.198,32.764
112.539281368,44.234,32.766
113.539910317,44.248,32.766
114.538056851,44.206,32.768
115.538686752,44.218,32.768
116.539316177,44.206,32.77
117.539946079,44.252,32.77
119.538722992,44.236,32.772
120.539353371,44.318,32.774
121.539983750,44.28,32.774
122.538131714,44.264,32.776
123.538762570,44.284,32.778
124.539393902,44.296,32.78
125.540024758,44.298,32.782
126.538173676,44.292,32.784
127.538805485,44.328,32.786
129.540069580,44.346,32.788
130.538218975,44.344,32.79
131.538851261,44.348,32.79
132.539484501,44.324,32.792
133.540117264,44.384,32.794
134.538268089,44.374,32.796
135.538901806,44.366,32.796
136.539535523,44.366,32.798
137.537686348,44.396,32.8
138.538320065,44.426,32.802
139.538954735,44.422,32.804
140.539589882,44.416,32.806
141.537741661,44.376,32.806
142.538376331,44.432,32.808
143.539011479,44.434,32.81
144.539647579,44.476,32.812
145.537799835,44.468,32.812
146.538436413,44.442,32.814
147.539072037,44.454,32.816
148.539708614,44.45,32.818
149.537862301,44.458,32.818
150.538498402,44.486,32.82
151.539134979,44.458,32.82
152.539772034,44.424,32.822
153.537925720,44.504,32.822
154.538562775,44.458,32.824
155.539199829,44.526,32.824
156.539836884,44.478,32.824
157.537991524,44.488,32.826
158.538629055,44.518,32.826
159.539266110,44.484,32.828
160.539904118,44.514,32.828
161.538059235,44.546,32.828
162.538696766,44.486,32.83
163.539334774,44.546,32.83
164.539973259,44.542,32.832
165.538128376,44.546,32.832
