Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.335701943,44.908,32.746
1.335524082,44.888,32.748
2.335351944,44.876,32.748
3.335174561,44.914,32.75
4.334997177,44.912,32.752
5.334820271,44.914,32.752
6.334643841,44.936,32.754
7.334466934,44.946,32.754
8.334290505,44.924,32.754
9.334114075,44.95,32.756
10.336412430,44.932,32.756
11.336236000,44.936,32.758
12.336060524,44.978,32.758
13.335884571,44.97,32.76
14.335708618,44.908,32.76
15.335532665,44.962,32.76
16.335357189,44.93,32.762
17.335182190,44.922,32.762
18.335006237,44.962,32.764
19.335184097,44.974,32.764
20.335008621,44.988,32.766
21.334833622,44.972,32.766
22.334919930,44.946,32.766
23.334744930,44.99,32.768
24.334569931,44.998,32.768
25.334395409,44.968,32.768
26.336695194,44.962,32.766
27.336520672,45.02,32.768
28.336346626,44.992,32.768
29.336172104,45.02,32.77
30.335997105,45.03,32.77
31.335822582,45.02,32.77
32.335648537,45.026,32.77
33.335474014,45.002,32.77
34.335299015,44.994,32.768
35.335124970,44.958,32.768
36.334949970,45.004,32.768
37.334867001,45.002,32.768
38.334692001,44.968,32.768
39.334517002,44.934,32.768
41.334411621,44.958,32.766
42.336710453,44.95,32.764
43.336535454,44.932,32.764
44.336359024,44.922,32.762
45.336183548,44.96,32.76
46.336007118,44.946,32.76
47.335830689,44.922,32.758
48.335654259,44.9,32.758
49.335477352,44.888,32.756
50.335300446,44.89,32.756
51.335123539,44.94,32.754
52.334945679,44.86,32.754
53.334922791,44.888,32.752
54.334744930,44.84,32.748
55.334566593,44.836,32.746
56.334387779,44.86,32.742
57.334208965,44.858,32.742
58.336504459,44.83,32.74
59.336324215,44.792,32.738
60.336144447,44.826,32.736
61.335964203,44.85,32.734
62.335783005,44.72,32.732
63.335602284,44.824,32.73
64.335421085,44.768,32.726
65.335239410,44.694,32.724
66.335057259,44.732,32.722
67.334874630,44.732,32.72
68.334692478,44.74,32.718
69.334509373,44.7,32.718
70.334486008,44.666,32.716
71.334301949,44.63,32.714
72.334119320,44.66,32.712
73.333935261,44.68,32.712
74.336226463,44.68,32.71
75.336863995,44.692,32.71
76.336680412,44.694,32.708
77.336496830,44.73,32.706
78.336312294,44.66,32.704
79.336128235,44.612,32.7
80.335943699,44.642,32.698
81.335758686,44.66,32.698
82.335573673,44.628,32.696
83.335388661,44.652,32.694
84.335203171,44.61,32.692
85.335017681,44.602,32.69
86.334831715,44.552,32.69
87.334645271,44.614,32.69
88.334459305,44.552,32.688
89.336747646,44.556,32.688
90.336739540,44.538,32.688
91.336552620,44.562,32.686
92.336365700,44.538,32.686
93.336178780,44.54,32.684
94.335990906,44.518,32.684
95.335803986,44.556,32.682
96.335616589,44.524,32.682
97.335428715,44.566,32.68
98.335245133,44.48,32.678
99.335056305,44.484,32.658
100.334866524,44.514,32.652
101.334677219,44.428,32.654
102.334487915,44.424,32.658
103.334297657,44.434,32.658
104.336582661,44.452,32.658
105.336391926,44.436,32.658
106.336201668,44.41,32.658
107.336011410,44.42,32.658
108.336338520,44.404,32.658
109.336148262,44.428,32.656
110.335957050,44.456,32.656
111.335766316,44.364,32.656
112.335574627,44.388,32.654
113.335382938,44.418,32.652
114.335191250,44.37,32.652
115.334999561,44.388,32.65
116.334807873,44.38,32.65
117.334615231,44.366,32.65
118.334423065,44.352,32.648
119.336705208,44.392,32.648
120.336513043,44.388,32.646
122.336127281,44.368,32.642
123.335934162,44.352,32.64
124.335741043,44.326,32.638
125.335547447,44.292,32.638
126.335352898,44.302,32.634
127.335158825,44.31,32.634
128.334964275,44.302,32.632
129.334770203,44.252,32.63
130.334575176,44.292,32.63
131.334380150,44.266,32.628
132.334184647,44.276,32.628
133.333989620,44.26,32.626
134.336268425,44.198,32.624
135.336336613,44.22,32.624
136.336140633,44.17,32.622
137.335944176,44.21,32.62
138.335747719,44.252,32.62
