Time (s),Power (dBm),Percentage (%)
0.302089691,-47,100
0.802157879,-53,94
1.301992416,-53,94
1.802093506,-51,98
2.301909447,-57,86
2.802077770,-57,86
3.301877022,-47,100
3.802052498,-47,100
4.301959038,-53,94
4.802135467,-67,66
5.301915645,-57,86
5.802048683,-59,82
6.301936149,-58,84
6.802181721,-53,94
7.302051067,-49,100
7.802155495,-43,100
8.301931381,-59,82
8.801984310,-57,86
9.301951885,-49,100
9.802082539,-49,100
10.301929474,-51,98
10.802200317,-51,98
11.302009582,-51,98
11.802143097,-51,98
12.302022934,-49,100
12.802153110,-51,98
13.302102566,-51,98
13.802245140,-49,100
14.302043438,-49,100
14.802243710,-53,94
15.302075386,-59,82
15.802130699,-47,100
16.301914215,-49,100
16.802025795,-59,82
17.301885128,-53,94
17.802055836,-47,100
18.301850319,-53,94
18.802028179,-69,62
19.301871776,-43,100
19.801991939,-53,94
20.301816940,-57,86
20.802009582,-51,98
21.301787376,-53,94
21.802227974,-57,86
22.302101612,-59,82
22.802217483,-57,86
23.302035808,-60,80
23.802177429,-69,62
24.301939010,-47,100
24.802222252,-59,82
25.302010536,-63,74
25.802197456,-47,100
26.302042007,-49,100
26.802107811,-55,90
27.302054405,-53,94
27.802152157,-51,98
28.301918030,-45,100
28.802126408,-51,98
29.302007198,-59,82
29.802022457,-47,100
30.301971912,-62,76
30.802134514,-60,80
31.301859855,-59,82
31.801956177,-59,82
32.301778793,-57,86
32.801967144,-55,90
33.301806927,-55,90
33.801903248,-55,90
34.301753521,-55,90
34.802026749,-51,98
35.301805019,-49,100
35.801962852,-59,82
36.301789284,-47,100
36.802117825,-51,98
37.301755905,-49,100
37.802026749,-45,100
38.301863670,-51,98
38.801977634,-55,90
39.301752567,-59,82
39.801807404,-65,70
40.301639557,-45,100
40.801936150,-59,82
41.301781177,-53,94
41.801948547,-51,98
42.301794052,-59,82
42.801952362,-47,100
43.301862717,-53,94
43.801993847,-49,100
44.301840782,-45,100
44.801985741,-51,98
45.301779747,-51,98
45.801943779,-55,90
46.301760673,-51,98
46.801830292,-51,98
47.301661968,-61,78
47.801767826,-57,86
48.301694870,-49,100
48.801885605,-45,100
49.301661968,-51,98
49.801816463,-63,74
50.301664829,-55,90
50.801771164,-57,86
51.301620483,-55,90
51.801753521,-57,86
52.301614284,-57,86
52.801929474,-47,100
53.301735878,-51,98
53.801880836,-63,74
54.301658630,-53,94
54.801708221,-51,98
55.301675320,-49,100
55.801818848,-45,100
56.301664352,-47,100
56.801830292,-57,86
57.301639080,-51,98
57.801772594,-49,100
58.301651001,-61,78
58.801783085,-59,82
59.301627159,-67,66
59.801789761,-65,70
60.301586151,-64,72
60.801788330,-62,76
61.301762581,-62,76
61.801835537,-62,76
62.301620960,-51,98
62.801728249,-53,94
63.301551819,-67,66
63.801755428,-59,82
64.301596165,-58,84
64.801743031,-55,90
65.301581859,-53,94
65.801747322,-47,100
66.301632881,-47,100
66.801751137,-45,100
67.301647663,-47,100
67.801939487,-51,98
68.301740646,-49,100
68.801890373,-49,100
69.301665783,-49,100
69.801750660,-49,100
70.301780224,-49,100
70.801914215,-43,100
71.301707268,-51,98
71.801924705,-45,100
72.301733970,-53,94
72.801805019,-47,100
73.301745891,-47,100
73.801879406,-49,100
74.301652908,-59,82
74.801865101,-51,98
75.301662445,-49,100
75.801732063,-43,100
76.301646232,-43,100
76.801712990,-60,80
77.301665306,-62,76
77.801804542,-57,86
78.301579475,-45,100
78.801768303,-45,100
79.301537990,-47,100
79.801692009,-47,100
80.301541328,-51,98
80.801708221,-53,94
81.301572323,-45,100
81.801656723,-49,100
82.301656723,-49,100
82.801934242,-67,66
83.301765919,-51,98
83.801896095,-45,100
84.301671505,-51,98
84.801709175,-47,100
85.301699638,-47,100
85.801834106,-49,100
86.301517010,-53,94
86.801811695,-55,90
87.301652431,-57,86
87.801620483,-62,76
88.301665306,-51,98
88.801879406,-45,100
89.301753998,-49,100
