Time (s),Power (dBm),Percentage (%)
0.103733540,-53,94
0.604097366,-53,94
1.103962898,-53,94
1.603945732,-53,94
2.103728771,-53,94
2.604097843,-53,94
3.103936195,-53,94
3.603905201,-53,94
4.103940964,-53,94
4.604094982,-53,94
5.103720665,-53,94
5.603991032,-53,94
6.103960037,-57,86
6.603849411,-53,94
7.103721619,-57,86
7.604094982,-55,90
8.103759289,-53,94
8.603900909,-59,82
9.103937149,-55,90
9.604081154,-53,94
10.103724957,-59,82
10.603815079,-64,72
11.103923321,-62,76
11.603847027,-62,76
12.103809357,-62,76
12.604059219,-62,76
13.103673935,-62,76
13.604008198,-67,66
14.103865147,-60,80
14.603959083,-49,100
15.103662968,-53,94
15.604000568,-51,98
16.103793144,-53,94
16.603803158,-59,82
17.103696823,-61,78
17.603952408,-62,76
18.103608131,-51,98
18.603949070,-57,86
19.103749275,-49,100
19.603823662,-62,76
20.103606701,-62,76
20.603872299,-55,90
21.103816032,-51,98
21.603753567,-63,74
22.103705406,-55,90
22.603962421,-53,94
23.103563309,-57,86
23.603901386,-61,78
24.103825569,-51,98
24.603724480,-55,90
25.103779793,-67,66
25.603960037,-67,66
26.103631020,-55,90
26.603710651,-53,94
27.103768349,-55,90
27.603945732,-57,86
28.103592873,-53,94
28.603681564,-55,90
29.103789806,-57,86
29.603733063,-57,86
30.103663445,-57,86
30.603889465,-53,94
31.103530407,-60,80
31.603899002,-59,82
32.103731155,-55,90
32.603729248,-57,86
33.103505611,-60,80
33.603867054,-53,94
34.103562832,-59,82
34.603680611,-53,94
35.103582859,-57,86
35.603654385,-57,86
36.103535175,-57,86
36.603801250,-57,86
37.103484154,-57,86
37.603699684,-55,90
38.103467941,-59,82
38.603610992,-65,70
39.103635311,-57,86
39.603640556,-61,78
40.103441238,-49,100
40.603835583,-55,90
41.103468895,-53,94
41.603675842,-53,94
42.103693485,-59,82
42.603599071,-61,78
43.103621960,-58,84
43.603827000,-62,76
44.103427887,-65,70
44.603589058,-62,76
45.103635311,-60,80
45.603788853,-59,82
