Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.650681496,44.79,32.87
1.651307583,44.756,32.87
2.651934147,44.778,32.872
3.652560711,44.812,32.874
4.650704384,44.822,32.876
5.651331425,44.782,32.876
6.651958466,44.83,32.878
7.652585507,44.77,32.88
8.650730610,44.756,32.88
9.651358605,44.772,32.882
10.651986122,44.8,32.884
11.652614594,44.84,32.886
12.650759697,44.818,32.886
13.651388168,44.868,32.888
14.652016640,44.866,32.89
15.650162697,44.83,32.89
16.650792122,44.868,32.892
17.651421070,44.89,32.894
18.652050018,44.892,32.894
19.650198460,44.896,32.896
20.651062966,44.912,32.898
21.651692867,44.906,32.898
22.652323246,44.902,32.9
23.650470257,44.906,32.902
24.651101113,44.884,32.902
25.651731968,44.914,32.904
26.652363300,44.93,32.906
27.650511742,44.94,32.908
28.651143074,44.91,32.91
29.651775360,44.978,32.912
30.652547360,44.994,32.914
31.650696755,44.942,32.916
32.651486874,44.974,32.918
33.652196884,45.02,32.92
34.650346756,44.992,32.92
35.650980473,45.01,32.922
36.651613712,45.03,32.924
37.652247429,45.008,32.926
38.650461197,45.066,32.928
39.651094914,45.04,32.928
40.651728630,45.03,32.93
41.652363300,45.05,32.932
42.650514603,45.108,32.934
43.651149750,45.06,32.934
44.651784897,45.076,32.936
45.652420044,45.056,32.938
46.650572300,45.108,32.94
47.651208401,45.078,32.94
48.651844025,45.124,32.942
49.652480602,45.088,32.944
50.650633335,45.076,32.944
51.651470661,45.134,32.946
52.652106762,45.124,32.946
53.650260925,45.152,32.948
54.650897026,45.14,32.95
55.651534081,45.17,32.95
56.652172089,45.18,32.952
57.650325775,45.13,32.952
58.650963307,45.182,32.954
59.651601315,45.18,32.954
60.652238846,45.17,32.956
61.650393486,45.174,32.956
62.651031971,45.206,32.958
63.651670456,45.172,32.96
64.649825096,45.154,32.96
65.650464535,45.24,32.962
66.651103020,45.214,32.962
67.651741982,45.192,32.964
68.649897576,45.192,32.964
69.650775433,45.236,32.966
70.651414395,45.182,32.968
71.652054310,45.258,32.968
72.650458813,45.27,32.97
73.651098251,45.256,32.972
74.651738167,45.268,32.972
75.652378559,45.26,32.974
