Time (s),Power (dBm),Percentage (%)
0.101927280,-53,94
0.601922035,-53,94
1.101944447,-53,94
1.601861477,-53,94
2.101751328,-53,94
2.602003098,-53,94
3.101819515,-53,94
3.601843357,-53,94
4.102005005,-53,94
4.602149487,-53,94
5.101844788,-53,94
5.602162361,-59,82
6.101840973,-63,74
6.602106095,-55,90
7.101965904,-55,90
7.601972580,-59,82
8.101990700,-64,72
8.602064610,-61,78
9.101842403,-57,86
9.602139473,-58,84
10.101806164,-51,98
10.601905823,-57,86
11.101902485,-58,84
11.602007866,-57,86
12.101701260,-57,86
12.602025032,-55,90
13.101803303,-57,86
13.601953030,-59,82
14.101986885,-57,86
14.601971626,-57,86
15.101909161,-57,86
15.602061272,-51,98
16.101730347,-51,98
16.602058411,-53,94
17.101672649,-59,82
17.601839543,-59,82
18.101883888,-62,76
18.601971626,-53,94
19.101890087,-53,94
19.602168560,-58,84
20.102008343,-55,90
20.601952076,-62,76
21.101983547,-60,80
21.601912499,-60,80
22.101795673,-65,70
22.602055550,-64,72
23.101717472,-61,78
23.601889134,-55,90
24.101869583,-55,90
24.601865292,-62,76
